SGBid	genomename	uSGB	estTaxLevel	estTaxonomy	closestTaxLevel	closestTaxID	krakenDBtaxid	avgDist	medianAb	noSamples
13998	CosteaPI_2017__pluto1-11-7-0__bin.40	Yes	Genus	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	522.0	0.05048819230769999	0.38242869020000003	13
13999	BritoIL_2016__M1.44.ST__bin.11	No	Species	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	527.0	0.0263517679245	0.3482526598	53
14000	RampelliS_2015__H17__bin.17	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.188197	0.14698471359999998	1
14001	BritoIL_2016__W1.3.ST__bin.12	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.244658	0.27008909649999996	7
14002	ZeeviD_2015__PNP_Main_283_megahit__bin.15	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.18149375	0.6938185535	4
14003	BritoIL_2016__M1.29.ST__bin.52	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.23226133333299998	0.1663374273	3
14004	CosteaPI_2017__SID713A052-11-0-0__bin.3	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.239206529412	0.40223647960000003	17
14005	CosteaPI_2017__SID713B055-11-0-0__bin.14	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.214660192308	0.3985873499	52
14006	ZeeviD_2015__PNP_Main_131_megahit__bin.46	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.20214649999999998	0.9104441798999999	2
14007	LiJ_2014__MH0338__bin.6	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.2298445	0.324948455	20
14011	BritoIL_2016__W2.46.ST__bin.38	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	433.0	0.289807916667	0.20173218920000002	12
14012	SmitsSA_2017__TZ_38244_megahit__bin.4	Yes	Family	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_349	1506.0	31979.0	0.29144699999999996	4.490378629499999	1
14013	LeChatelierE_2013__MH0318__bin.37	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.3342755	0.165043896	2
14014	NielsenHB_2014__V1_UC17_2__bin.4	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.320287	1.8955177733000002	1
14015	LeChatelierE_2013__MH0318__bin.69	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.300994	5.3244715711	1
14016	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.45	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_475	1879010.0	1239.0	0.3134425	0.11762368320000001	2
14017	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.76	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.28609045	0.2771860161	20
14018	ZellerG_2014__CCIS41806458ST-4-0__bin.3	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	1965604.0	1239.0	0.316297571429	0.286860351	7
14019	HMP_2012__SRS049959__bin.50	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	169435.0	1239.0	0.328965	0.1492931085	1
14020	LiJ_2014__MH0360__bin.18	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314	2053618.0	1239.0	0.29610342857099997	0.1705419959	7
14021	HMP_2012__SRS018817__bin.30	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacterium|s__Coriobacterium_glomerans	33871.0	201174.0	0.3411225	0.34162747579999997	2
14022	HMP_2012__SRS050752__bin.36	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	1224.0	0.33108920000000003	0.3822114036	5
14023	ZeeviD_2015__PNP_Validation_66_megahit__bin.57	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.295626	0.4901870308	6
14024	CM_madagascar__V50_02_1FE__bin.30	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.29630700000000004	0.2807970119	3
14025	CosteaPI_2017__SID713B072-11-0-0__bin.50	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.315423333333	0.247097719	9
14026	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.106	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_475	1879010.0	1239.0	0.316532416667	0.24788352530000002	24
14027	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.89	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp	1506.0	1239.0	0.248600125	0.1921472011	16
14029	RaymondF_2016__P1E7__bin.32	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138	1971605.0	1239.0	0.3342755	0.2581049017	2
14030	LeChatelierE_2013__MH0276__bin.23	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum	84024.0	1239.0	0.372583	0.10203739099999999	1
14031	CosteaPI_2017__SID713B053-11-90-0__bin.9	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp	1506.0	1239.0	0.3342755	0.7280871595999999	2
14032	QinN_2014__LD-35__bin.25	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314	2053618.0	1239.0	0.24220500000000003	0.4099734097	1
14033	XieH_2016__YSZC12003_35387__bin.93	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_631	1879010.0	1239.0	0.25164000000000003	0.19539142620000002	2
14034	RaymondF_2016__P14E90__bin.96	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.213325	0.4017155483	1
14035	CosteaPI_2017__SID713A028-11-0-0__bin.20	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.308134	0.48469502810000004	2
14036	XieH_2016__YSZC12003_36033__bin.132	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_917	1872103.0	1239.0	0.300994	0.1941633827	1
14037	ZeeviD_2015__PNP_Main_520_megahit__bin.67	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae|g__Symbiobacterium|s__Symbiobacterium_thermophilum	2734.0	1239.0	0.328965	0.1111722143	1
14038	CosteaPI_2017__SID713B033-11-0-0__bin.51	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_infelix	135082.0	1239.0	0.328965	0.060055075	1
14039	XieH_2016__YSZC12003_35542__bin.33	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_solanacearum	305.0	1224.0	0.339586	0.12557895300000002	1
14040	VincentC_2016__MM016.1_megahit__bin.4	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp	2023260.0	1239.0	0.300994	18.9949130608	1
14041	XieH_2016__YSZC12003_36000__bin.97	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201	1965588.0	1239.0	0.320287	0.0647100051	1
14042	HMP_2012__SRS023914__bin.13	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis	270498.0	1239.0	0.32216536842099996	0.2481474863	19
14043	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.91	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_sp_CAG_727	527.0	1224.0	0.32761799999999996	0.20466222120000002	5
14044	FerrettiP_2018__CA_C10019IS2318FE_t1M15__bin.54	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268	1965612.0	201174.0	0.328965	0.1930491431	1
14045	LeChatelierE_2013__MH0431__bin.23	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201	1965588.0	1239.0	0.328965	0.0931984247	1
14046	XieH_2016__YSZC12003_35387__bin.32	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	1224.0	0.328965	0.4483497566	1
14047	ZellerG_2014__CCIS72607085ST-4-0__bin.3	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	88431.0	1239.0	0.339586	0.41695715549999995	1
14048	RaymondF_2016__P1E0__bin.49	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_HGA1	910311.0	201174.0	0.3177815	0.1874044879	2
14049	LeChatelierE_2013__MH0318__bin.105	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	487174.0	976.0	0.30664925	0.23828470969999999	4
14050	LouisS_2016__AS61_18__bin.49	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268	1965612.0	201174.0	0.328965	0.3057412441	1
14051	FerrettiP_2018__CA_C10055MS2958FE_t0M16__bin.31	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida	52226.0	1239.0	0.328965	0.2283551536	1
14053	ZeeviD_2015__PNP_Main_46_megahit__bin.44	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Dolosicoccus|s__Dolosicoccus_paucivorans	84521.0	1239.0	0.32918971428599997	0.43524022240000004	7
14054	RampelliS_2015__H24__bin.39	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_474	59823.0	976.0	0.320287	0.3591479419	1
14055	CosteaPI_2017__SID713B072-11-90-0__bin.37	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp_6C8_DIV0013	35783.0	1239.0	0.340610333333	0.0727642778	3
14059	XieH_2016__YSZC12003_35980__bin.98	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_321	1879010.0	1239.0	0.320287	0.4468551343	1
14060	LeChatelierE_2013__MH0276__bin.5	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_433	1506.0	1239.0	0.339586	0.1329705927	1
14062	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.1	Yes	Other	-	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola	884215.0	1224.0	0.339586	0.024942578700000002	1
14065	NielsenHB_2014__MH0129__bin.22	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_582	1879010.0	1239.0	0.328965	0.2575979841	2
14066	BritoIL_2016__M1.29.ST__bin.26	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_ICM51a	936591.0	1239.0	0.331249363636	0.4678376871	11
14067	BritoIL_2016__M2.46.ST__bin.95	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_CM50	936375.0	1239.0	0.33850771428599996	0.44436628640000003	7
14068	LeChatelierE_2013__MH0250__bin.102	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sartagoforme	84031.0	1239.0	0.339586	0.1513636259	2
14069	ZeeviD_2015__PNP_Main_80_megahit__bin.51	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum	1491.0	1239.0	0.328965	0.414837145	1
14070	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.117	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_CAG_826	2137881.0	1239.0	0.3209585	0.29027541879999996	2
14071	XieH_2016__YSZC12003_35740__bin.63	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_594	1506.0	1239.0	0.310673666667	0.1788214992	3
14072	LiJ_2014__MH0385__bin.57	Yes	Other	-	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma_parvum	134821.0	544448.0	0.339586	0.1236344152	1
14073	LeChatelierE_2013__MH0454__bin.86	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_acetobutylicum	1488.0	1239.0	0.339586	0.1294689432	1
14074	LeChatelierE_2013__MH0126__bin.17	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_567	1506.0	1239.0	0.3149795	0.9239539052	2
14075	BritoIL_2016__W2.35.ST__bin.4	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_botulinum	1491.0	1239.0	0.338384928571	0.2752212509	14
14076	LeChatelierE_2013__MH0318__bin.4	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_uniforme	39495.0	1239.0	0.339586	0.3161767918	1
14077	LeChatelierE_2013__MH0302__bin.3	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	1328.0	1239.0	0.35328000000000004	0.1465470961	1
14078	BritoIL_2016__M1.15.ST__bin.55	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_345	1879010.0	1239.0	0.312952	0.1055158651	1
14079	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.29	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_62	1506.0	1239.0	0.339586	0.1431714643	1
14080	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.6	Yes	Other	-	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_879	1227267.0	32066.0	0.33119723076900004	0.17212195030000002	13
14081	CosteaPI_2017__SID713A039-11-0-0__bin.82	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__Clostridium_hungatei	48256.0	1239.0	0.3321115	0.2708700022	14
14082	BritoIL_2016__M1.29.ST__bin.75	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__Candidatus_Arthromitus_sp_SFB_3	49082.0	1239.0	0.333954666667	0.3017908833	24
14083	LiJ_2014__MH0340__bin.34	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_557	1506.0	1239.0	0.283081666667	0.4212426453	6
14084	BritoIL_2016__M1.15.ST__bin.74	Yes	Other	-	k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Melainabacteria_unclassified|f__Candidatus_Melainabacteria_unclassified|g__Candidatus_Melainabacteria_unclassified|s__Candidatus_Melainabacteria_bacterium_LEY3_CP_29_8	1798710.0	1798710.0	0.306354714286	0.29077561	7
14085	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.33	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	33033.0	1239.0	0.31612294117600004	0.2850806139	17
14086	XieH_2016__YSZC12003_37315__bin.114	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus	1396.0	1239.0	0.35328000000000004	0.027504904700000003	1
14087	BritoIL_2016__W2.61.ST__bin.61	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_604	59823.0	976.0	0.312952	0.2871613961	2
14088	BritoIL_2016__M1.61.ST__bin.5	Yes	Other	-	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_sp_CAG_878	33015.0	544448.0	0.28730900000000004	0.1519970821	1
14091	LeChatelierE_2013__MH0448__bin.108	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	39496.0	1239.0	0.32993649999999997	0.4020321364	2
14095	LiJ_2014__V1.FI36__bin.91	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138	1971605.0	1239.0	0.282686	1.5463031546000001	2
14097	LeChatelierE_2013__MH0409__bin.32	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138	1971605.0	1239.0	0.315397	0.1886808497	3
14098	LeChatelierE_2013__MH0409__bin.24	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_sp_CAG_1138	1971605.0	1239.0	0.35328000000000004	0.1297589367	1
14099	LeChatelierE_2013__MH0224__bin.20	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_917	1872103.0	1239.0	0.289489928571	0.8732397173	14
14106	NielsenHB_2014__MH0124__bin.23	No	Species	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	1898750.0	0.0160518945	0.6437552546	8
14107	ZeeviD_2015__PNP_Main_499_megahit__bin.33	Yes	Family	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	31.0	0.217673	0.9976242640999999	1
14108	NielsenHB_2014__V1_CD34_0__bin.3	Yes	Family	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	31.0	0.27101866666700003	0.1567437949	3
14109	LeChatelierE_2013__MH0276__bin.60	Yes	Family	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	31.0	0.28631023076900003	0.26811496809999996	13
14110	BritoIL_2016__M1.16.ST__bin.117	Yes	Family	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus_sp_CAG_1435	1898750.0	31.0	0.27843681081099997	0.3918678064	37
14111	BritoIL_2016__M1.15.ST__bin.45	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_CAG_314	2053618.0	1239.0	0.306220833333	0.5881742977000001	12
14112	XieH_2016__YSZC12003_35561__bin.85	Yes	Other	-	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_345	1879010.0	1239.0	0.328965	0.080994948	1
