NCBItaxID	SciNameFull	Taxonomy
2259811	Bat bocavirus XM30	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Bat bocavirus XM30
2501961	Bat Hp-betacoronavirus Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013
1541205	Bat Hp-betacoronavirus/Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013
2015370	Bat mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus C
2015372	Bat mastadenovirus D	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus D
1788433	Bat mastadenovirus WIV11	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV11
1788434	Bat mastadenovirus WIV12	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV12
880159	Bathycoccus sp. RCC1105 virus BpV1	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Bathycoccus sp. RCC1105 virus BpV
235205	Bathymodiolus azoricus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus azoricus thioautotrophic gill symbiont
1052209	Bathymodiolus brooksi thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus brooksi thiotrophic gill symbiont
1052212	Bathymodiolus heckerae thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus heckerae thiotrophic gill symbiont
113268	Bathymodiolus platifrons methanotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus platifrons methanotrophic gill symbiont
113267	Bathymodiolus septemdierum thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus septemdierum thioautotrophic gill symbiont
2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus thermophilus thioautotrophic gill symbiont
374463	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Candidatus Baumannia cicadellinicola
67082	BeAn 58058 virus	d__Viruses|f__Poxviridae|s__BeAn 58058 virus
128790	Bean rugose mosaic virus	d__Viruses|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean rugose mosaic virus
267970	Bean yellow disorder virus	d__Viruses|f__Closteroviridae|g__Crinivirus|s__Bean yellow disorder virus
46436	Beet soil-borne virus	d__Viruses|f__Virgaviridae|g__Pomovirus|s__Beet soil-borne virus
12161	Beet yellows virus	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Beet yellows virus
1746057	Beihai barnacle viurs 1	d__Viruses|s__Beihai barnacle viurs 1
1922432	Beihai mantis shrimp virus 5	d__Viruses|s__Beihai mantis shrimp virus 5
1922653	Beihai rhabdo-like virus 3	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Nyamiviridae|g__Berhavirus|s__Beihai rhabdo-like virus 3
1922673	Beihai sipunculid worm virus 1	d__Viruses|s__Beihai sipunculid worm virus 1
694015	Beluga whale coronavirus SW1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Gammacoronavirus|s__Beluga whale coronavirus SW1
1385427	Betacoronavirus Erinaceus/VMC/DEU/2012	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Betacoronavirus Erinaceus/VMC/DEU/2012
1447716	Bifidobacterium kashiwanohense PV20-2	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum
1437612	Bifidobacterium stercoris JCM 15918	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis
339420	Blackberry chlorotic ringspot virus	d__Viruses|f__Bromoviridae|g__Ilarvirus|s__Blackberry chlorotic ringspot virus
1490026	Blackberry Virus F	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Blackberry Virus F
2338394	Blackcurrant-associated closterovirus 1	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Blackcurrant-associated closterovirus 1
1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Blochmannia|s__Candidatus Blochmannia endosymbionts
1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Blochmannia|s__Candidatus Blochmannia endosymbionts
1944648	blood disease bacterium A2-HR MARDI	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__blood disease bacterium A2-HR MARDI
1714570	Blueberry shoestring virus	d__Viruses|f__Solemoviridae|g__Sobemovirus|s__Blueberry shoestring virus
1223302	Bluegill picornavirus	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Bluegill picornavirus
271108	Bombyx mori nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Bombyx mori nucleopolyhedrovirus
358764	Border disease virus	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Border disease virus
1714377	Bottlenose dolphin adenovirus 1	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bottlenose dolphin adenovirus 1
645425	Bottlenose dolphin astrovirus 1	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bottlenose dolphin astrovirus 1
111167	Bovine adenovirus 6	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus E
130500	Bovine adenovirus E	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus E
10320	Bovine alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 1
35244	Bovine alphaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 5
1027247	Bovine astrovirus B76-2/HK	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76-2/HK
1027248	Bovine astrovirus B76/HK	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76/HK
130499	Bovine atadenovirus D	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine atadenovirus D
10385	Bovine gammaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Bovine gammaherpesvirus 4
129727	Bovine papular stomatitis virus	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Bovine papular stomatitis virus
508868	Bradyrhizobium genosp. SA-3	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium genosp. SA-3
857312	Brochothrix phage A9	d__Viruses|o__Picornavirales|f__Marnaviridae|g__Sogarnavirus|s__Britarnavirus 2
2170139	Brown greater galago prosimian foamy virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Prosimiispumavirus|s__Brown greater galago prosimian foamy virus
1503289	BtMr-AlphaCoV/SAX2011	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__BtMr-AlphaCoV/SAX2011
2282206	Bufonid herpesvirus 1	d__Viruses|o__Herpesvirales|s__Bufonid herpesvirus 1
1324959	Burdock mottle virus	d__Viruses|f__Benyviridae|g__Benyvirus|s__Burdock mottle virus
74320	Buzura suppressaria nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Buzura suppressaria nucleopolyhedrovirus
1960254	Cacao swollen shoot Togo A virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Cacao swollen shoot Togo A virus
2560365	Cachoeira Porteira orthobunyavirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Cachoeira Porteira orthobunyavirus
1138490	Cachoeira Porteira virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Cachoeira Porteira orthobunyavirus
1513235	Cafeteria roenbergensis virus	d__Viruses|f__Mimiviridae|g__Cafeteriavirus|s__Cafeteria roenbergensis virus
693272	Cafeteria roenbergensis virus BV-PW1	d__Viruses|f__Mimiviridae|g__Cafeteriavirus|s__Cafeteria roenbergensis virus
106331	Callitrichine gammaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Callitrichine gammaherpesvirus 3
1170562	Calothrix sp. PCC 6303	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae|g__Calothrix|s__Calothrix parietina
410330	Calyptogena okutanii thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Calyptogena okutanii thioautotrophic gill symbiont
2170107	Camel associated porprismacovirus 3	d__Viruses|f__Smacoviridae|g__Porprismacovirus|s__Camel associated porprismacovirus 3
10484	Campoletis sonorensis ichnovirus	d__Viruses|f__Polydnaviridae|g__Ichnovirus|s__Campoletis sonorensis ichnovirus
1765754	Camponotus nipponicus virus	d__Viruses|f__Totiviridae|s__Camponotus nipponicus virus
1229752	Campylobacter phage CP30A	d__Viruses|o__Caudovirales|f__Myoviridae|g__Fletchervirus|s__Campylobacter virus CP30A
1660076	Campylobacter sp. RM12175	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter sp. RM12175
1715288	Canary bornavirus 1	d__Viruses|p__Negarnaviricota|c__Mongiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Canary bornavirus
1284222	Candiadtus Scalindua japonica	d__Bacteria|p__Planctomycetes|c__Candidatus Brocadiae|o__Candidatus Brocadiales|f__Candidatus Brocadiaceae|g__Candidatus Scalindua|s__Candidatus Scalindua japonica
2066483	Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	d__Bacteria|s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1) 
2029980	Candidatus Gastranaerophilus sp. (ex Termes propinquus)	d__Bacteria|p__Candidatus Melainabacteria|o__Candidatus Gastranaerophilales|s__Candidatus Gastranaerophilus sp. (ex Termes propinquus)
412965	Candidatus Vesicomyosocius okutanii HA	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Calyptogena okutanii
170325	Canid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Canid alphaherpesvirus 1
10514	Canine adenovirus 2	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Canine mastadenovirus A
10537	Canine mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Canine mastadenovirus A
1226723	Canis familiaris papillomavirus 13	d__Viruses|f__Papillomaviridae|g__Firstpapillomavirinae|s__Taupapillomavirus 2
1231626	Cardinium endosymbiont cEper1 of Encarsia pergandiella	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium|s__Cardinium endosymbiont of Encarsia pergandiella
672794	Cardinium endosymbiont of Bemisia tabaci	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium|s__Cardinium endosymbiont of Bemisia tabaci
2304601	Cardinium endosymbiont of Culicoides punctatus	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium|s__Cardinium endosymbiont of Culicoides punctatus
249402	Cardinium endosymbiont of Encarsia pergandiella	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium|s__Cardinium endosymbiont of Encarsia pergandiella
650378	Cardinium endosymbiont of Sogatella furcifera	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
1495866	Cat Que virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Cat Que virus
1850906	Catopsilia pomona nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Catopsilia pomona nucleopolyhedrovirus
1678225	Catu virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Catu orthobunyavirus
1667230	Caucasus prunus virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Prunevirus|s__Caucasus prunus virus
1041929	Cavally virus	d__Viruses|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Cavally virus 
33706	Caviid betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|s__Caviid betaherpesvirus 2
1327976	Cellulophaga phage phi12:1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Helsingorvirus|s__Cellulophaga phage phi12:1 
1327982	Cellulophaga phage phi18:1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Helsingorvirus|s__Cellulophaga phage phi18:1 
1328029	Cellulophaga phage phi4:1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Lightbulbvirus|s__Cellulophaga phage phi4:1 
756282	Cellulophaga phage phiST	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Cbastvirus
1908806	Ceratobasidium endornavirus A	d__Viruses|f__Endornaviridae|s__Ceratobasidium endornavirus A
1908813	Ceratobasidium endornavirus C	d__Viruses|f__Endornaviridae|s__Ceratobasidium endornavirus C
10317	Cercopithecine alphaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Cercopithecine alphaherpesvirus 2
35246	Cercopithecine alphaherpesvirus 9	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Cercopithecine alphaherpesvirus 9
50292	Cercopithecine betaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Cercopithecine betaherpesvirus 5
2170100	Cereal yellow dwarf virus RPV	d__Viruses|f__Luteoviridae|g__Polerovirus|s__Cereal yellow dwarf virus RPV
1158189	Chaco virus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sripuvirus|s__Chaco sripuvirus
497136	Chaetoceros tenuissimus RNA virus 01	d__Viruses|o__Picornavirales|f__Marnaviridae|g__Bacillarnavirus|s__Chaetoceros tenuissimus RNA virus 01
267285	Chalara elegans RNA Virus 1	d__Viruses|f__Totiviridae|g__Victorivirus|s__Chalara elegans RNA Virus 1
1608044	Changping Tick Virus 2	d__Viruses|s__Changping Tick Virus 2
36344	Chelonus inanitus bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Chelonus inanitus bracovirus
2035708	Cherax quadricarinatus iridovirus	d__Viruses|f__Iridoviridae|s__Cherax quadricarinatus iridovirus
131226	Cherry mottle leaf virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Trichovirus|s__Cherry mottle leaf virus
52280	Chilli veinal mottle virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Chilli veinal mottle virus
1123958	Chimpanzee adenovirus Y25	d__Viruses|f__Adenoviridae|fg__Mastadenovirus|s__Chimpanzee adenovirus Y25
2170110	Chimpanzee associated porprismacovirus 2	d__Viruses|f__Smacoviridae|g__Porprismacovirus|s__Chimpanzee associated porprismacovirus 2
332937	Chimpanzee herpesvirus strain 105640	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Chimpanzee herpesvirus strain 105640
2169772	Chiropteran bocaparvovirus 3	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Chiropteran bocaparvovirus 3
2170147	Chiropteran protoparvovirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Chiropteran protoparvovirus 1
408074	Chitinophaga terrae Kim and Jung 2007	d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga terrae Kim and Jung 2007
1891720	Chlorocebus pygerythrus polyomavirus 3	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Chlorocebus pygerythrus polyomavirus 3
169173	Choclo virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Choclo orthohantavirus
10288	Choristoneura biennis entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Choristoneura biennis entomopoxvirus
208973	Choristoneura fumiferana multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Choristoneura fumiferana multiple nucleopolyhedrovirus
1993631	Choristoneura rosaceana entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Choristoneura rosaceana entomopoxvirus
1293539	Choristoneura rosaceana entomopoxvirus 'L'	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Choristoneura rosaceana entomopoxvirus
58094	Choristoneura rosaceana nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Choristoneura rosaceana nucleopolyhedrovirus
2049454	Chroococcales cyanobacterium IPPAS B-1203	d__Bacteria|p__Cyanobacteria|o__Chroococcales|s__Chroococcales cyanobacterium IPPAS B-1203
238674	Chrysanthemum yellows phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Chrysanthemum yellows phytoplasma
1721091	Chryseobacterium sp. IHB B 17019	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium sp. IHB B 17019
455364	Chrysochromulina ericina virus	d__Viruses|f__Phycodnaviridae|s__Chrysochromulina ericina virus
1207438	Chrysodeixis includens nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis includens nucleopolyhedrovirus
1788441	Circovirus-like genome DCCV-13	d__Viruses|f__Circoviridae|s__Circovirus-like genome DCCV-13
1788455	Circovirus-like genome DHCV-6	d__Viruses|f__Circoviridae|s__Circovirus-like genome DHCV-6
2267236	Citrobacter phage CF1 ERZ-2017	d__Viruses|o__Caudovirales|f__Myoviridae|g__Moonvirus|s__Citrobacter virus CF1
1540095	Citrobacter phage Moon	d__Viruses|o__Caudovirales|f__Myoviridae|g__Moonvirus|s__Citrobacter virus Moon
1307957	Clanis bilineata nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Clanis bilineata nucleopolyhedrovirus
686439	Clavibacter phage CMP1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Cimpunavirus|s__Clavibacter virus CMP1
1950126	Clematis chlorotic mottle virus	d__Viruses|f__Tombusviridae|g__Pelarspovirus|s__Clematis chlorotic mottle virus
1986289	Clostera anastomosis granulovirus A	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Clostera anastomosis granulovirus A
1986291	Clostera anastomosis granulovirus Henan	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Clostera anastomosis granulovirus A
1523155	Clostridium sp. IBUN22A	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. IBUN22A
93386	Columbid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Columbid alphaherpesvirus 1
2022783	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota
540070	Common midwife toad virus	d__Viruses|f__Iridoviridae|g__Ranavirus|s__Common midwife toad virus
1592576	Condylorrhiza vestigialis MNPV	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Condylorrhiza vestigialis MNPV
384848	Corynebacterium phage P1201	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Chunghsingvirus|s__Corynebacterium virus P1201
2047871	Corynebacterium phage Zion	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Ceetrepovirus|s__Corynebacterium virus Zion
39640	Cotesia congregata bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Cotesia congregata bracovirus
930275	Cotia virus SPAn232	d__Viruses|f__Poxviridae|s__Cotia virus
2056780	Cow vetch latent virus	d__Viruses|f__Nanoviridae|s__Cow vetch latent virus
67761	Cowpea mild mottle virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Cowpea mild mottle virus
1656186	Coxiella endosymbiont of Rhipicephalus microplus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella endosymbiont of Rhipicephalus microplus
1605972	Cricetid gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Cricetid gammaherpesvirus 2
1162295	Cronobacter phage CR3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Certrevirus|s__Cronobacter virus CR3
1162290	Cronobacter phage CR9	d__Viruses|o__Caudovirales|f__Myoviridae|g__Certrevirus|s__Cronobacter virus CR9
40282	Cryphonectria hypovirus 2	d__Viruses|f__Hypoviridae|g__Hypovirus|s__Cryphonectria hypovirus 2
37769	Cryptococcus gattii VGI	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGI
367775	Cryptococcus gattii WM276	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGI
12235	Cucumber green mottle mosaic virus	d__Viruses|f__Virgaviridae|g__Tobamovirus|s__Cucumber green mottle mosaic virus
130556	Culex nigripalpus nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Deltabaculovirus|s__Culex nigripalpus nucleopolyhedrovirus
2033654	Curtobacterium sp. 'Ferrero'	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium sp. 'Ferrero'
718217	cyanobacterium endosymbiont of Epithemia turgida	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Epithemia turgida
1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Epithemia turgida
1763363	cyanobacterium endosymbiont of Rhopalodia gibberula	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Rhopalodia gibberula
1173021	cyanobacterium PCC 7702	d__Bacteria|p__Cyanobacteria|s__cyanobacterium PCC 7702
2107697	Cyanosarcina cf. burmensis CCALA 770	d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae|g__Cyanosarcina|s__Cyanosarcina burmensis
28289	Cydia pomonella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Cydia pomonella granulovirus
1602124	Cymbidium chlorotic mosaic virus	d__Viruses|f__Solemoviridae|g__Sobemovirus|s__Cymbidium chlorotic mosaic virus
507488	Cynomolgus adenovirus 1	d__Viruses|f__Reoviridae|g__Cypovirus|s__Cypovirus 15
317858	Cyprinid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid herpesvirus 1
180230	Cyprinid herpesvirus 3	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid herpesvirus 3
305674	Deerpox virus W-848-83	d__Viruses|f__Poxviridae|g__Cervidpoxvirus|s__Mule deerpox virus
1309411	Deinococcus soli Cha et al. 2016	d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus soli Cha et al. 2016
1286374	delta proteobacterium PSCGC 5296	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5296
1286375	delta proteobacterium PSCGC 5342	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5342
1286376	delta proteobacterium PSCGC 5451	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5451
1121424	Desulfotomaculum arcticum DSM 17038	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfallas|s__Desulfallas arcticus
1121439	Desulfovibrio alkalitolerans DSM 16529	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfohalovibrio|s__Desulfohalovibrio alkalitolerans
1304872	Desulfovibrio cf. magneticus IFRC170	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio magneticus
1920989	Diabrotica virgifera virgifera virus 3	d__Viruses|s__Diabrotica virgifera virgifera virus 3
910314	Dialister microaerophilus UPII 345-E	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister micraerophilus
1868621	Diaphorina citri flavi-like virus	d__Viruses|s__Diaphorina citri flavi-like virus
111470	Diaporthe ambigua RNA virus 1	d__Viruses|s__Diaporthe ambigua RNA virus 1
1678170	Diatom colony associated dsRNA virus 10	d__Viruses|f__Totiviridae|s__Diatom colony associated dsRNA virus 10
1675862	Diatraea saccharalis granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Diatraea saccharalis granulovirus
1965368	Dinoroseobacter phage vB_DshS-R5C	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nanhaivirus|s__Dinoroseobacter virus D5C
2083300	Diolcogaster facetosa bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Diolcogaster facetosa bracovirus
2169727	Dioscorea bacilliform RT virus 1	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Dioscorea bacilliform RT virus 1
2079134	Dishui lake phycodnavirus 1	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Dishui lake phycodnavirus 1
2170001	Dolphin mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Dolphin mastadenovirus B
1574422	Dromedary stool-associated circular ssDNA virus	d__Viruses|f__Circoviridae|s__Dromedary stool-associated circular ssDNA virus
2057187	Drosophila innubila nudivirus	d__Viruses|f__Nudiviridae|s__Drosophila innubila nudivirus
1802951	Drosophila unispina virus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Anphevirus|s__Drosophilid anphevirus
1264700	Edwardsiella phage MSW-3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Yokohamavirus|s__Edwardsiella virus MSW3
1891722	Eidolon helvum polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Eidolon helvum polyomavirus 1
