Proteins	log fold change (Industrial plaque - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Industrial plaque)	structural.zero (CMC)
GLYCPDIESTER-RXN	0.398083813960693	0.112224768692274	-0.0574741545959197	0.853641782517305	0	0	TRUE	0	0
RXN-14073	0.398083813960693	0.112224768692274	-0.0574741545959197	0.853641782517305	0	0	TRUE	0	0
RXN-14136	0.398083813960693	0.112224768692274	-0.0574741545959197	0.853641782517305	0	0	TRUE	0	0
RXN-20556	0.398083813960693	0.112224768692274	-0.0574741545959197	0.853641782517305	0	0	TRUE	0	0
RXN-20557	0.398083813960693	0.112224768692274	-0.0574741545959197	0.853641782517305	0	0	TRUE	0	0
4.1.1.83-RXN	0.403048019638007	0.122368904768356	-0.093688398893879	0.899784438169893	0	0	TRUE	0	0
RXN-20409	0.403048019638007	0.122368904768356	-0.093688398893879	0.899784438169893	0	0	TRUE	0	0
DIHYDLIPACETRANS-RXN	0.412187439871077	0.0778865161209979	0.0960199531790217	0.728354926563133	0	0	TRUE	0	0
RXN0-1133	0.412187439871077	0.0778865161209979	0.0960199531790217	0.728354926563133	0	0	TRUE	0	0
3.1.21.1-RXN	0.414386256630527	0.169792194473584	-0.274857197310135	1.10362971057119	0	0	TRUE	0	0
RXN0-7165	0.415657438911742	0.165517534213978	-0.256233735609435	1.08754861343292	0	0	TRUE	0	0
SPERMACTRAN-RXN	0.415657438911742	0.165517534213978	-0.256233735609435	1.08754861343292	0	0	TRUE	0	0
PHOSPHOLIPASE-A1-RXN	0.417288733243482	0.170671498181232	-0.275524109304246	1.11010157579121	0	0	TRUE	0	0
RXN-12430	0.417288733243482	0.170671498181232	-0.275524109304246	1.11010157579121	0	0	TRUE	0	0
RXN-20559	0.417288733243482	0.170671498181232	-0.275524109304246	1.11010157579121	0	0	TRUE	0	0
RXN-20560	0.417288733243482	0.170671498181232	-0.275524109304246	1.11010157579121	0	0	TRUE	0	0
RXN0-6952	0.417288733243482	0.170671498181232	-0.275524109304246	1.11010157579121	0	0	TRUE	0	0
DIACYLGLYKIN-RXN	0.418852155815059	0.0784839387850661	0.100259530195261	0.737444781434858	0	0	TRUE	0	0
RXN-12019	0.433258644067086	0.175965403360236	-0.281043934812298	1.14756122294647	0	0	TRUE	0	0
DETHIOBIOTIN-SYN-RXN	0.434723070313167	0.0786060045368851	0.115634938874315	0.75381120175202	0	0	TRUE	0	0
DCTP-DEAM-RXN	0.434737024739932	0.11771244440043	-0.0430972597034147	0.912571309183279	0	0	TRUE	0	0
RXN-14118	0.434737024739932	0.11771244440043	-0.0430972597034147	0.912571309183279	0	0	TRUE	0	0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.437978939713573	0.158946549963677	-0.207238406281453	1.0831962857086	0	0	TRUE	0	0
RXN-12160	0.437978939713573	0.158946549963677	-0.207238406281453	1.0831962857086	0	0	TRUE	0	0
RXN-9225	0.437978939713573	0.158946549963677	-0.207238406281453	1.0831962857086	0	0	TRUE	0	0
RXN-9233	0.437978939713573	0.158946549963677	-0.207238406281453	1.0831962857086	0	0	TRUE	0	0
RXN-9240	0.437978939713573	0.158946549963677	-0.207238406281453	1.0831962857086	0	0	TRUE	0	0
RXN0-5144	0.44750849860233	0.119000734401178	-0.0355553869575234	0.930572384162184	0	0	TRUE	0	0
RXN0-6515	0.458580884906551	0.0855998743239143	0.111102290741373	0.806059479071729	0	0	TRUE	0	0
NADPH-DEHYDROGENASE-RXN	0.468161800820336	0.144883583639997	-0.11996924911947	1.05629285076014	0	0	TRUE	0	0
2.1.1.64-RXN	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
DHHB-METHYLTRANSFER-RXN	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
RXN-11758	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
RXN-9229	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
RXN-9237	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
RXN3O-102	0.477073114760872	0.173566951419121	-0.227493343414437	1.18163957293618	0	0	TRUE	0	0
2.7.7.40-RXN	0.478766454510502	0.142399559468902	-0.0992811083487222	1.05681401736973	0	0	TRUE	0	0
3.1.11.1-RXN	0.48126008055323	0.161083875398082	-0.172633386091343	1.1351535471978	0	0	TRUE	0	0
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	0.48352040030432	0.138865063502276	-0.0801794582005965	1.04722025880924	0	0	TRUE	0	0
GLUTATHIONE-REDUCT-NADPH-RXN	0.488950852698664	0.0836153564629017	0.149528082001531	0.828373623395796	0	0	TRUE	0	0
RXN-12303	0.489055174683817	0.0996172832934408	0.0846752170407182	0.893435132326916	0	0	TRUE	0	0
RXN-19671	0.489055174683817	0.0996172832934408	0.0846752170407182	0.893435132326916	0	0	TRUE	0	0
RXN1YI0-16	0.489055174683817	0.0996172832934408	0.0846752170407182	0.893435132326916	0	0	TRUE	0	0
NQOR-RXN	0.490163503507314	0.0997359225779095	0.0853019492251357	0.895025057789491	0	0	TRUE	0	0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	0.492302640023757	0.123435818753259	-0.00876474014209849	0.993370020189613	0	0	TRUE	0	0
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	0.493795669097675	0.103558098328697	0.0734186217493493	0.914172716446	0	0	TRUE	0	0
3.4.21.107-RXN	0.514118792619257	0.116389862234609	0.0416533126896678	0.986584272548846	0	0	TRUE	0	0
5.3.3.14-RXN	0.514332757686443	0.133809418649201	-0.0288445430458115	1.0575100584187	0	0	TRUE	0	0
RXN-16614	0.514332757686443	0.133809418649201	-0.0288445430458115	1.0575100584187	0	0	TRUE	0	0
RXN1G-30	0.514332757686443	0.133809418649201	-0.0288445430458115	1.0575100584187	0	0	TRUE	0	0
RXN1G-53	0.514332757686443	0.133809418649201	-0.0288445430458115	1.0575100584187	0	0	TRUE	0	0
RXN1G-674	0.514332757686443	0.133809418649201	-0.0288445430458115	1.0575100584187	0	0	TRUE	0	0
RXN0-6731	0.517950366046681	0.130897920116789	-0.0134081858270413	1.0493089179204	0	0	TRUE	0	0
RXN0-2605	0.527913135742212	0.157691951930028	-0.112211376128724	1.16803764761315	0	0	TRUE	0	0
3.4.23.43-RXN	0.539829527637347	0.133296603989372	-0.00126608642805093	1.08092514170275	0	0	TRUE	0	0
RXN0-2361	0.541766488011577	0.150916712534487	-0.0708550552056124	1.15438803122877	0	0	TRUE	0	0
RXN0-7022	0.541766488011577	0.150916712534487	-0.0708550552056124	1.15438803122877	0	0	TRUE	0	0
DLACTDEHYDROGFAD-RXN	0.542977898714023	0.107002665990614	0.108618196155942	0.977337601272104	0	0	TRUE	0	0
RXN-20917	0.542977898714023	0.107002665990614	0.108618196155942	0.977337601272104	0	0	TRUE	0	0
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	0.550379784340061	0.131503417345529	0.016563316172943	1.08419625250718	0	0	TRUE	0	0
RXN-18272	0.550379784340061	0.131503417345529	0.016563316172943	1.08419625250718	0	0	TRUE	0	0
RXN-7793	0.550379784340061	0.131503417345529	0.016563316172943	1.08419625250718	0	0	TRUE	0	0
RXN-11578	0.557198627341426	0.128495580217295	0.0355919786985964	1.07880527598426	0	0	TRUE	0	0
RXN-11845	0.560227928484308	0.127510589886967	0.0426196858899892	1.07783617107863	0	0	TRUE	0	0
3.1.26.12-RXN	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
RXN0-6478	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
RXN0-6485	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
RXN0-6521	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
RXN0-6522	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
RXN0-6523	0.563687536671905	0.151096591545769	-0.0496641957710703	1.17703926911488	0	0	TRUE	0	0
3.4.24.40-RXN	0.564852319792996	0.199670110260658	-0.245675613316322	1.37538025290231	0	0	TRUE	0	0
GLUCOSE-1-PHOSPHAT-RXN	0.567065892556775	0.135224963365586	0.0181424211448041	1.11598936396875	0	0	TRUE	0	0
1.6.4.4-RXN	0.575443249010267	0.0896268598210123	0.211617770339627	0.939268727680908	0	0	TRUE	0	0
PGPPHOSPHA-RXN	0.575661879701878	0.0775545363246615	0.260842010326242	0.890481749077515	0	0	TRUE	0	0
RXN-13313	0.575661879701878	0.0775545363246615	0.260842010326242	0.890481749077515	0	0	TRUE	0	0
RR-BUTANEDIOL-DEHYDROGENASE-RXN	0.579304971248481	0.140899160101217	0.00734803255298278	1.15126190994398	0	0	TRUE	0	0
R601-RXN	0.584842600048875	0.141313384440887	0.0112041858564315	1.15848101424132	0	0	TRUE	0	0
RXN-14963	0.584842600048875	0.141313384440887	0.0112041858564315	1.15848101424132	0	0	TRUE	0	0
RXN-14970	0.584842600048875	0.141313384440887	0.0112041858564315	1.15848101424132	0	0	TRUE	0	0
RXN-21414	0.584842600048875	0.141313384440887	0.0112041858564315	1.15848101424132	0	0	TRUE	0	0
3.4.21.102-RXN	0.587271961486395	0.10733425490511	0.151566228332357	1.02297769464043	0	0	TRUE	0	0
RXN0-4341	0.589182170128139	0.138397179763973	0.0273816086128784	1.1509827316434	0	0	TRUE	0	0
2.7.7.1-RXN	0.600382873908833	0.116376223895166	0.127972756572401	1.07279299124527	0	0	TRUE	0	0
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	0.601769431633406	0.125534833890646	0.0921814451602269	1.11135741810659	0	0	TRUE	0	0
RXN-17731	0.601769431633406	0.125534833890646	0.0921814451602269	1.11135741810659	0	0	TRUE	0	0
RXN0-6950	0.604118175584854	0.129513602241607	0.0783790341710804	1.12985731699863	0	0	TRUE	0	0
3.4.24.13-RXN	0.616867419946782	0.196974371482655	-0.182717605498061	1.41645244539162	0	0	TRUE	0	0
3.1.1.47-RXN	0.617419972740589	0.0906252029371394	0.249541884586275	0.985298060894903	0	0	TRUE	0	0
GLYOXII-RXN	0.638381949448963	0.100530754496295	0.230293905878341	1.04646999301959	0	0	TRUE	0	0
RXN-7919	0.638381949448963	0.100530754496295	0.230293905878341	1.04646999301959	0	0	TRUE	0	0
RXN0-6998	0.639154012887595	0.134772854860895	0.0920658015021244	1.18624222427306	0	0	TRUE	0	0
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	0.642269861091842	0.14449454713803	0.0557180407694881	1.2288216814142	0	0	TRUE	0	0
RXN-14304	0.642269861091842	0.14449454713803	0.0557180407694881	1.2288216814142	0	0	TRUE	0	0
RXN-11842	0.642452127496827	0.142920562037661	0.062289640502737	1.22261461449092	0	0	TRUE	0	0
RXN-11867	0.644583638815089	0.165111089687017	-0.0256576410777354	1.31482491870791	0	0	TRUE	0	0
3.6.1.41-RXN	0.651199780994631	0.148120843747658	0.0499276067244278	1.25247195526483	0	0	TRUE	0	0
ADENYLATECYC-RXN	0.674452718226427	0.114263502709327	0.210618844644048	1.13828659180881	0	0	TRUE	0	0
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	0.682912532713049	0.106224031995394	0.251713566641618	1.11411149878448	0	0	TRUE	0	0
1.8.98.1-RXN	0.692506473556865	0.188438323309508	-0.0724278699523087	1.45744081706604	0	0	TRUE	0	0
O-SUCCINYLBENZOATE-COA-LIG-RXN	0.69273940436408	0.133808357384907	0.149566411659469	1.23591239706869	0	0	TRUE	0	0
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	0.712142736432473	0.215256462133832	-0.161655425515736	1.58594089838068	0	0	TRUE	0	0
RXN-17678	0.712142736432473	0.215256462133832	-0.161655425515736	1.58594089838068	0	0	TRUE	0	0
RXN-600	0.712142736432473	0.215256462133832	-0.161655425515736	1.58594089838068	0	0	TRUE	0	0
RXN-7784	0.712142736432473	0.215256462133832	-0.161655425515736	1.58594089838068	0	0	TRUE	0	0
RXN0-4621	0.71409626615644	0.142773165239757	0.134532112191749	1.29366042012113	0	0	TRUE	0	0
TEICHOICSYN5-RXN	0.716701792528344	0.120735402577584	0.226596307152589	1.2068072779041	0	0	TRUE	0	0
NITRIC-OXIDE-REDUCTASE-RXN	0.739149990555706	0.0990102774884733	0.337234073022783	1.14106590808863	0	0	TRUE	0	0
RXN0-5418	0.763679046713909	0.162994938717776	0.10202793321608	1.42533016021174	0	0	TRUE	0	0
GLCNACPTRANS-RXN	0.770378120822569	0.143692511359142	0.187082032674116	1.35367420897102	0	0	TRUE	0	0
RXN-8999	0.773296437351607	0.161043468019526	0.119566997806433	1.42702587689678	0	0	TRUE	0	0
RXN-12613	0.776454115766018	0.169754827631918	0.0873623463659354	1.4655458851661	0	0	TRUE	0	0
THIAMINASE-RXN	0.776454115766018	0.169754827631918	0.0873623463659354	1.4655458851661	0	0	TRUE	0	0
NITRITE-REDUCTASE-CYTOCHROME-RXN	0.777383601259878	0.143983711801486	0.19290543286744	1.36186176965232	0	0	TRUE	0	0
RXN-15838	0.777383601259878	0.143983711801486	0.19290543286744	1.36186176965232	0	0	TRUE	0	0
RXN-11361	0.782222603079605	0.161561613545446	0.12638983709451	1.4380553690647	0	0	TRUE	0	0
LIPIDXSYNTHESIS-RXN	0.788307965016429	0.151475230309676	0.173419210861468	1.40319671917139	0	0	TRUE	0	0
RXN-20786	0.788307965016429	0.151475230309676	0.173419210861468	1.40319671917139	0	0	TRUE	0	0
1.1.99.28-RXN	0.810925163820679	0.253878752826681	-0.219653827297982	1.84150415493934	0	0	TRUE	0	0
MYRISTOYLACYLTRAN-RXN	0.819449990402104	0.16579892118006	0.146416571827853	1.49248340897636	0	0	TRUE	0	0
MYRPALMTRAN-RXN	0.819449990402104	0.16579892118006	0.146416571827853	1.49248340897636	0	0	TRUE	0	0
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	0.825736131640959	0.183045414118334	0.0826934149479496	1.56877884833397	0	0	TRUE	0	0
RXN-11475	0.830294476370399	0.184302075298803	0.0821505505485192	1.57843840219228	0	0	TRUE	0	0
CYTOCHROME-C-PEROXIDASE-RXN	0.838331188398775	0.162161781488171	0.180062139479293	1.49660023731826	0	0	TRUE	0	0
RXN0-1241	0.857618484710633	0.161576918918324	0.201723589084659	1.51351338033661	0	0	TRUE	0	0
RXN-11601	0.883679176214162	0.177232475130948	0.164233128129117	1.60312522429921	0	0	TRUE	0	0
RXN-11589	0.893090402735443	0.154248816230306	0.266942733259534	1.51923807221135	0	0	TRUE	0	0
RXN-8344	0.92125323617686	0.188951670388427	0.154235044733206	1.68827142762051	0	0	TRUE	0	0
DARABALDOL-RXN	0.927686955396429	0.19288090049481	0.14471870135863	1.71065520943423	0	0	TRUE	0	0
FUCPALDOL-RXN	0.927686955396429	0.19288090049481	0.14471870135863	1.71065520943423	0	0	TRUE	0	0
CYCPHOSDIESTER-RXN	0.952261321754185	0.155180870632583	0.322330130912776	1.58219251259559	0	0	TRUE	0	0
RXN-14064	0.952261321754185	0.155180870632583	0.322330130912776	1.58219251259559	0	0	TRUE	0	0
RXN-14091	0.952261321754185	0.155180870632583	0.322330130912776	1.58219251259559	0	0	TRUE	0	0
RXN-14112	0.952261321754185	0.155180870632583	0.322330130912776	1.58219251259559	0	0	TRUE	0	0
RXN-14113	0.952261321754185	0.155180870632583	0.322330130912776	1.58219251259559	0	0	TRUE	0	0
RNA-DIRECTED-RNA-POLYMERASE-RXN	0.954183329966738	0.224596168043799	0.0424721698378205	1.86589449009566	0	0	TRUE	0	0
LAUROYLACYLTRAN-RXN	0.967730634170761	0.163140963270487	0.305486758046931	1.62997451029459	0	0	TRUE	0	0
RXN-20792	0.967730634170761	0.163140963270487	0.305486758046931	1.62997451029459	0	0	TRUE	0	0
RXN-9310	0.969426781527565	0.158391591327851	0.326462198730148	1.61239136432498	0	0	TRUE	0	0
SULFITE-REDUCT-RXN	0.973146126196123	0.195163652005901	0.180911418297649	1.7653808340946	0	0	TRUE	0	0
RXN0-5204	1.00131915511004	0.175818745023978	0.287611911596599	1.71502639862348	0	0	TRUE	0	0
RXN0-5038	1.00304460558152	0.178117868916759	0.28000444721996	1.72608476394308	0	0	TRUE	0	0
N-ACETYLGLUCOSAMINE-KINASE-RXN	1.00313707639284	0.172497680369319	0.302911147968321	1.70336300481736	0	0	TRUE	0	0
6PGLUCONDEHYDROG-RXN	1.03204063862574	0.19926999409392	0.223136911208538	1.84094436604295	0	0	TRUE	0	0
RXN-10462	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-13805	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-1381	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-15045	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-16024	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-16117	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-17016	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-17017	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-17018	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-20513	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-20564	1.03502322669712	0.165663418885986	0.362539857372625	1.70750659602162	0	0	TRUE	0	0
RXN-11328	1.03641938524983	0.177304429440157	0.316681250495198	1.75615752000445	0	0	TRUE	0	0
RXN-16750	1.03641938524983	0.177304429440157	0.316681250495198	1.75615752000445	0	0	TRUE	0	0
GLUTDEHYD-RXN	1.055535565847	0.200399201999462	0.242048004882879	1.86902312681112	0	0	TRUE	0	0
UDPSUGARHYDRO-RXN	1.36016088685083	0.182754551529833	0.618298878939764	2.10202289476189	0	0	TRUE	0	0
RXN-21482	1.59971087166334	0.196519106642372	0.80197391886958	2.39744782445709	0	0	TRUE	0	0
RXN-21483	1.59971087166334	0.196519106642372	0.80197391886958	2.39744782445709	0	0	TRUE	0	0
RXN0-6259	1.59971087166334	0.196519106642372	0.80197391886958	2.39744782445709	0	0	TRUE	0	0
RXN-14686	-0.342364298562331	0.127826808340915	-0.86125617789905	0.176527580774388	0.001	0.00148159057437408	TRUE	0	0
RXN-7668	-0.315152603672695	0.230334461312551	-1.25015742040662	0.619852213061233	0.001	0.00148159057437408	TRUE	0	0
RXN-15378	-0.296349613126896	0.0780343402023026	-0.613117167334953	0.0204179410811602	0.001	0.00148159057437408	TRUE	0	0
KDO-8PSYNTH-RXN	-0.267540366352694	0.0879789633115831	-0.624676480500913	0.0895957477955248	0.001	0.00148159057437408	TRUE	0	0
LYSINE-23-AMINOMUTASE-RXN	-0.247930507686274	0.222611355918811	-1.15158464983099	0.655723634458443	0.001	0.00148159057437408	TRUE	0	0
RXN-10711	-0.220888790661173	0.18846030479059	-0.985912364373127	0.544134783050781	0.001	0.00148159057437408	TRUE	0	0
RXN-12252	-0.220888790661173	0.18846030479059	-0.985912364373127	0.544134783050781	0.001	0.00148159057437408	TRUE	0	0
RXN18C3-61	-0.220888790661173	0.18846030479059	-0.985912364373127	0.544134783050781	0.001	0.00148159057437408	TRUE	0	0
RXNQT-4366	-0.220888790661173	0.18846030479059	-0.985912364373127	0.544134783050781	0.001	0.00148159057437408	TRUE	0	0
3.2.2.24-RXN	-0.220813979439645	0.125545912033498	-0.730446935809505	0.288818976930214	0.001	0.00148159057437408	TRUE	0	0
RXN-18605	-0.213323940420461	0.0989633665467179	-0.61504943071011	0.188401549869187	0.001	0.00148159057437408	TRUE	0	0
RXN-21621	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-21629	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-21634	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-21654	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-21701	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-9535	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.001	0.00148159057437408	TRUE	0	0
RXN-7719	-0.189874724756283	0.0566841811909344	-0.419974824168782	0.0402253746562158	0.001	0.00148159057437408	TRUE	0	0
RXN-8629	-0.189874724756283	0.0566841811909344	-0.419974824168782	0.0402253746562158	0.001	0.00148159057437408	TRUE	0	0
RXN0-1132	-0.189874724756283	0.0566841811909344	-0.419974824168782	0.0402253746562158	0.001	0.00148159057437408	TRUE	0	0
RIBOFLAVINKIN-RXN	-0.188715375989359	0.0633485748854584	-0.445868484185184	0.0684377322064662	0.001	0.00148159057437408	TRUE	0	0
RXN-10058	-0.154173259356106	0.0678820767742889	-0.429729371942042	0.121382853229831	0.001	0.00148159057437408	TRUE	0	0
3.2.1.23-RXN	-0.153225163400752	0.0552972070003789	-0.377695069478458	0.0712447426769546	0.001	0.00148159057437408	TRUE	0	0
RXN-2364	-0.130757486250169	0.192694077675342	-0.912967363816281	0.651452391315943	0.001	0.00148159057437408	TRUE	0	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
4.2.1.58-RXN	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
4.2.1.61-RXN	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-10656	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-21619	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-21632	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-21646	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-21677	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-21692	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-9533	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-9537	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-9557	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-9655	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN1G-320	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.001	0.00148159057437408	TRUE	0	0
RXN-19728	-0.124938857119674	0.0642982464236796	-0.385947000543368	0.136069286304019	0.001	0.00148159057437408	TRUE	0	0
RXN-19729	-0.124938857119674	0.0642982464236796	-0.385947000543368	0.136069286304019	0.001	0.00148159057437408	TRUE	0	0
KANAMYCIN-KINASE-RXN	-0.0946991430979689	0.169858287871928	-0.784210892305671	0.594812606109733	0.001	0.00148159057437408	TRUE	0	0
RXN0-4022	0.0139525754246677	0.0653098131816362	-0.251161856679181	0.279067007528516	0.001	0.00148159057437408	TRUE	0	0
RXN-10654	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN-11479	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN-16629	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN-9523	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN-9650	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN1G-368	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.001	0.00148159057437408	TRUE	0	0
RXN0-5507	0.252042991718112	0.0793150203501262	-0.0699232726616101	0.574009256097833	0.001	0.00148159057437408	TRUE	0	0
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	0.397792653511531	0.152532300589271	-0.221387103376653	1.01697241039972	0.001	0.00148159057437408	TRUE	0	0
RXN-9238	0.397792653511531	0.152532300589271	-0.221387103376653	1.01697241039972	0.001	0.00148159057437408	TRUE	0	0
DIAMACTRANS-RXN	0.415657438911742	0.165517534213978	-0.256233735609435	1.08754861343292	0.001	0.00148159057437408	TRUE	0	0
RXN-19536	0.415657438911742	0.165517534213978	-0.256233735609435	1.08754861343292	0.001	0.00148159057437408	TRUE	0	0
RXN-9939	0.415657438911742	0.165517534213978	-0.256233735609435	1.08754861343292	0.001	0.00148159057437408	TRUE	0	0
RXN-11841	0.495614967539445	0.142227280779687	-0.081733258349885	1.07296319342877	0.001	0.00148159057437408	TRUE	0	0
RXN-9789	0.760612125881113	0.191155233135958	-0.0153510656774863	1.53657531743971	0.001	0.00148159057437408	TRUE	0	0
RXN-19736	-0.497877841254893	0.198379973616825	-1.30316867710419	0.307412994594401	0.002	0.00285390070921986	TRUE	0	0
RXN-21659	-0.200357724830026	0.0811924865457965	-0.529945254070435	0.129229804410384	0.002	0.00285390070921986	TRUE	0	0
RXN-18511	-0.191136570122135	0.0632498443944262	-0.447888898147474	0.0656157579032047	0.002	0.00285390070921986	TRUE	0	0
RXN-18510	-0.188715375989359	0.0633485748854584	-0.445868484185184	0.0684377322064662	0.002	0.00285390070921986	TRUE	0	0
RXN-11598	-0.183811037079558	0.0607776820947382	-0.430528029338012	0.0629059551788948	0.002	0.00285390070921986	TRUE	0	0
RXN-10660	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.002	0.00285390070921986	TRUE	0	0
RXN-21627	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.002	0.00285390070921986	TRUE	0	0
RXN-21666	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.002	0.00285390070921986	TRUE	0	0
RXN-21687	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.002	0.00285390070921986	TRUE	0	0
RXN-9520	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0.002	0.00285390070921986	TRUE	0	0
2.3.1.41-RXN	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.002	0.00285390070921986	TRUE	0	0
RXN-16621	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.002	0.00285390070921986	TRUE	0	0
RXN-16625	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.002	0.00285390070921986	TRUE	0	0
RXN-9527	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0.002	0.00285390070921986	TRUE	0	0
