Pathway	Residual
Deoxycytidine triphosphate deaminase (EC 3.5.4.30) (dUMP-forming)	MR2
Deoxyhypusine synthase (EC 2.5.1.46)	MR2
Deoxyribonuclease TatD	MR2
Dethiobiotin synthetase (EC 6.3.3.3)	MR2
Di/tripeptide permease DtpT	MR2
Dihydroflavonol-4-reductase (EC 1.1.1.219)	MR2
Dihydroneopterin triphosphate pyrophosphohydolase, putative, Actinobacterial type, NudB-like	MR2
Dimethylallyltransferase (EC 2.5.1.1)	MR2
Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	MR2
Dissimilatory sulfite reductase D	MR2
Dissimilatory sulfite reductase, beta subunit (EC 1.8.99.3)	MR2
DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31	MR2
DNA polymerase III beta subunit (EC 2.7.7.7)	MR2
DNA polymerase III epsilon subunit (EC 2.7.7.7)	MR2
DNA polymerase-like protein PA0670	MR2
DNA repair and recombination protein RadA	MR2
DNA repair protein RadC	MR2
DNA replication helicase protein MCM	MR2
DNA topoisomerase VI subunit A (EC 5.99.1.3)	MR2
DNA-binding heavy metal response regulator	MR2
DNA-binding protein HU-alpha	MR2
DNA-binding protein HU-beta	MR2
DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase subunit K (EC 2.7.7.6)	MR2
DnaJ-class molecular chaperone CbpA	MR2
duf556 family protein	MR2
Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter	MR2
Electron transport complex protein RnfA	MR2
Electron transport complex protein RnfB	MR2
Electron transport complex protein RnfC	MR2
Electron transport complex protein RnfE	MR2
Energy-conserving hydrogenase (ferredoxin), subunit A	MR2
Energy-conserving hydrogenase (ferredoxin), subunit B	MR2
Energy-conserving hydrogenase (ferredoxin), subunit C	MR2
Energy-conserving hydrogenase (ferredoxin), subunit D	MR2
Energy-conserving hydrogenase (ferredoxin), subunit F	MR2
ergothioneine biosynthesis PLP enzyme EgtE	MR2
Error-prone repair protein UmuD	MR2
ESAT-6-like protein EsxK	MR2
Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	MR2
Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)	MR2
Ethanolamine utilization protein EutA	MR2
Ethanolamine utilization protein similar to PduL	MR2
Ethylmalonyl-CoA epimerase	MR2
Eukaryotic peptide chain release factor subunit 1	MR2
Eukaryotic translation initiation factor 2 gamma subunit	MR2
Exodeoxyribonuclease V beta chain (EC 3.1.11.5)	MR2
Exonuclease SbcC	MR2
Exosporium protein A	MR2
Exosporium protein J	MR2
F420-dependent methylenetetrahydromethanopterin dehydrogenase (EC 1.5.99.9)	MR2
Fe-S-cluster-containing hydrogenase components 1	MR2
Ferredoxin-type protein NapF (periplasmic nitrate reductase)	MR2
Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	MR2
Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)	MR2
Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC	MR2
Ferric iron ABC transporter, iron-binding protein	MR2
Ferric siderophore transport system, biopolymer transport protein ExbD	MR2
Ferric siderophore transport system, periplasmic binding protein TonB	MR2
Ferric uptake regulation protein FUR	MR2
Ferric vibriobactin, enterobactin transport system, permease protein ViuD (TC 3.A.1.14.6)	MR2
Ferrous iron transport periplasmic protein EfeO, contains peptidase-M75 domain and (frequently) cupredoxin-like domain	MR2
Ferrous iron transport peroxidase EfeB	MR2
Fibrillarin	MR2
Fibronectin binding protein FnbA	MR2
Fibronectin binding protein FnbB	MR2
FIG017823: ATPase, MoxR family	MR2
FIG049476: HIT family protein	MR2
Firmicutes ribosomal L7Ae family protein	MR2
FKBP-type peptidyl-prolyl cis-trans isomerase fklB (EC 5.2.1.8)	MR2
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	MR2
FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	MR2
Flagellar motor rotation protein MotB	MR2
Flagellin	MR2
Flagellin protein FlaF	MR2
Flavodoxin 2	MR2
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	MR2
Flp pilus assembly protein RcpB	MR2
Formaldehyde activating enzyme	MR2
Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66)	MR2
Formate dehydrogenase -O, gamma subunit (EC 1.2.1.2)	MR2
Formate dehydrogenase alpha subunit (EC 1.2.1.2)	MR2
Formate dehydrogenase beta subunit (EC 1.2.1.2)	MR2
formate dehydrogenase formation protein FdhE	MR2
Formate dehydrogenase N beta subunit (EC 1.2.1.2)	MR2
Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	MR2
Formate dehydrogenase O beta subunit (EC 1.2.1.2)	MR2
Formate efflux transporter (TC 2.A.44 family)	MR2
Formate hydrogenlyase subunit 3	MR2
Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	MR2
Formate hydrogenlyase subunit 5	MR2
Formate hydrogenlyase subunit 6	MR2
Formate hydrogenlyase subunit 7	MR2
Fosfomycin resistance protein FosB	MR2
fructose sensor histidine kinase	MR2
Fructose-bisphosphate aldolase, archaeal class I (EC 4.1.2.13)	MR2
Fumarate and nitrate reduction regulatory protein	MR2
Fumarate hydratase class I (EC 4.2.1.2)	MR2
Fumarate reductase subunit C	MR2
Fumarate reductase subunit D	MR2
Fumarylacetoacetate (FAA) hydrolase (EC 3.7.1.5)	MR2
Fumarylacetoacetate hydrolase family protein	MR2
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	MR2
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	MR2
Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA (EC 3.6.3.17)	MR2
Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	MR2
Galactose/methyl galactoside ABC transport system, permease protein MglC (TC 3.A.1.2.3)	MR2
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	MR2
Gamma-glutamyltranspeptidase PgsD/CapD (EC 2.3.2.2), catalyses PGA anchorage to peptidoglycan	MR2
GDP-mannose 4,6 dehydratase Gmd (EC 4.2.1.47)	MR2
GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	MR2
Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	MR2
GldB	MR2
GldD	MR2
GldI	MR2
GldJ	MR2
gliding motility protein GldF	MR2
Glucarate dehydratase (EC 4.2.1.40)	MR2
Gluconate permease	MR2
Gluconate permease, Bsu4004 homolog	MR2
Gluconate transporter family protein	MR2
Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	MR2
Glucose/mannose:H+ symporter GlcP	MR2
Glutaminase (EC 3.5.1.2)	MR2
Glutaminyl-tRNA synthetase (EC 6.1.1.18)	MR2
Glutamyl-tRNA synthetase (EC 6.1.1.17)	MR2
Glutathionylspermidine amidohydrolase (EC 3.5.1.78)	MR2
Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	MR2
Glycerol dehydratase large subunit (EC 4.2.1.30)	MR2
Glycerol dehydratase reactivation factor large subunit	MR2
Glycerol-1-phosphate dehydrogenase [NAD(P)] (EC 1.1.1.261)	MR2
Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	MR2
Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)	MR2
Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)	MR2
Glycolate permease	MR2
Glycosyl transferase, family 2	MR2
Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	MR2
Group 2 RNA polymerase sigma factor	MR2
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	MR2
GTP-binding protein EngB	MR2
Haemin uptake system outer membrane receptor	MR2
Haemin uptake system periplasmic haemin-binding protein	MR2
Helicase PriA essential for oriC/DnaA-independent DNA replication	MR2
Heme d1 biosynthesis protein NirF	MR2
Hemin ABC transporter, permease protein	MR2
Hemin-binding lipoprotein HbpA	MR2
Hemoglobin-dependent two component system response regulator HrrA	MR2
Hemoglobin-dependent two component system, sensory histidine kinase HrrS	MR2
HemX protein, negative effector of steady-state concentration of glutamyl-tRNA reductase	MR2
Heterodisulfide reductase, cytochrome reductase subunit	MR2
heterodisulfide reductase, subunit A/methylviologen reducing hydrogenase, subunit delta	MR2
heterodisulfide reductase, subunit E, putative	MR2
HflC protein	MR2
HflK protein	MR2
Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)	MR2
HtrA protease/chaperone family protein, Rv0983 homolog	MR2
Hydantoin racemase (EC 5.1.99.-)	MR2
Hydrogenase-4 component C	MR2
Hydrogenase-4 component D	MR2
Hydrogenase-4 component E	MR2
Hydrogenase-4 component I	MR2
hydrogenase, subunit gamma related protein	MR2
hydrolase, haloacid dehalogenase-like family protein BCZK2594	MR2
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	MR2
Hydroxymethylpyrimidine ABC transporter, ATPase component	MR2
Hydroxymethylpyrimidine kinase (EC 2.7.1.49)	MR2
Hypothetical glycoside hydrolase, family 43, similar to arabinosidase	MR2
Hypothetical Nudix-like regulator	MR2
Hypothetical protein in ApbE locus	MR2
Hypothetical protein in cluster with SinR and SinI	MR2
Hypothetical protein VpsQ	MR2
Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	MR2
Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	MR2
Inducible Fructanase (EC 3.2.1.80), FruB	MR2
Inner membrane protein CreD-like protein	MR2
Inosose isomerase (EC 5.3.99.-)	MR2
Integral membrane protein YggT, involved in response to extracytoplasmic stress (osmotic shock)	MR2
Integration host factor alpha subunit	MR2
Integron integrase IntI1	MR2
Internalin-like protein (LPXTG motif) Lmo1136 homolog	MR2
Iron-siderophore transport system, permease component	MR2
Iron-sulfur cluster regulator IscR	MR2
Isochorismate synthase (EC 5.4.4.2) [enantio-pyochelin] siderophore	MR2
Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)	MR2
Ketoisovalerate oxidoreductase subunit VorA (EC 1.2.7.7)	MR2
L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	MR2
L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)	MR2
L-arabinose transport system permease protein (TC 3.A.1.2.2)	MR2
L-aspartate oxidase (EC 1.4.3.16)	MR2
L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)	MR2
L-Cystine ABC transporter, periplasmic cystine-binding protein	MR2
L-fucose isomerase (EC 5.3.1.25)	MR2
L-fuculokinase (EC 2.7.1.51)	MR2
L-idonate 5-dehydrogenase (EC 1.1.1.264)	MR2
L-idonate, D-gluconate, 5-keto-D-gluconate transporter	MR2
L-lysine permease	MR2
L-Proline/Glycine betaine transporter ProP	MR2
L-rhamnose isomerase (EC 5.3.1.14)	MR2
L-serine dehydratase 1 (EC 4.3.1.17)	MR2
Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase	MR2
LarB: implicated in lactate racemization	MR2
LarC2: implicated in lactate racemization	MR2
Legionaminic acid biosynthesis protein PtmG	MR2
Lipid A biosynthesis (KDO) 2-(lauroyl)-lipid IVA acyltransferase (EC 2.3.1.-)	MR2
Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	MR2
Lipid A export ATP-binding/permease protein MsbA	MR2
Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	MR2
Lipid-A-disaccharide synthase (EC 2.4.1.182)	MR2
Lipopolysaccharide ABC transporter, ATP-binding protein LptB	MR2
Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)	MR2
Lipopolysaccharide core biosynthesis protein RfaY	MR2
Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	MR2
Lipoprotein signal peptidase (EC 3.4.23.36)	MR2
Lmo0066 homolog within ESAT-6 gene cluster, similarity to ADP-ribosylating toxins	MR2
Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD15	MR2
Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	MR2
LSU m3Psi1915 methyltransferase RlmH	MR2
LSU ribosomal protein L12a (P1/P2)	MR2
LSU ribosomal protein L19e	MR2
LSU ribosomal protein L1e (L4p)	MR2
LSU ribosomal protein L23e (L14p)	MR2
LSU ribosomal protein L24e	MR2
LSU ribosomal protein L30p (L7e)	MR2
LSU ribosomal protein L33p, zinc-independent	MR2
LSU ribosomal protein L34e	MR2
LSU ribosomal protein L3e (L3p)	MR2
LSU ribosomal protein L44e	MR2
LSU ribosomal protein L7e (L30p)	MR2
LSU ribosomal protein L8e (L2p)	MR2
LSU ribosomal protein L9e (L6p)	MR2
LSU ribosomal protein P0 (L10p)	MR2
LSU rRNA 2'-O-methyl-C2498 methyltransferase RlmM	MR2
Lysyl-tRNA synthetase (class II) related protein found fused to membrane protein	MR2
Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	MR2
Macrolide-specific efflux protein MacA	MR2
Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	MR2
Manganese ABC transporter, inner membrane permease protein SitC	MR2
Manganese superoxide dismutase (EC 1.15.1.1)	MR2
mannose-specific adhesin FimH	MR2
Mannosyltransferase OCH1 and related enzymes	MR2
Membrane fusion protein of RND family multidrug efflux pump	MR2
Membrane protein associated with methylmalonyl-CoA decarboxylase	MR2
Membrane-bound lytic murein transglycosylase C precursor (EC 3.2.1.-)	MR2
Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)	MR2
Menaquinone via futalosine step 2	MR2
Metal-dependent hydrolases of the beta-lactamase superfamily II	MR2
Methionine repressor MetJ	MR2
Methionine transporter MetT	MR2
Methoxyneurosporene dehydrogenase (EC 1.14.99.-)	MR2
Methyl coenzyme M reductase beta subunit (EC 2.8.4.1)	MR2
Methyl coenzyme M reductase I alpha subunit (EC 2.8.4.1)	MR2
Methyl coenzyme M reductase I gamma subunit (EC 2.8.4.1)	MR2
Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	MR2
Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	MR2
Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	MR2
Methylmalonyl-CoA:Pyruvate transcarboxylase 5S subunit (EC 2.1.3.1)	MR2
Molybdate-binding domain of ModE	MR2
Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	MR2
Molybdenum cofactor biosynthesis protein MoaD	MR2
Molybdenum cofactor biosynthesis protein MoaE	MR2
Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	MR2
Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	MR2
Molybdopterin biosynthesis Mog protein, molybdochelatase	MR2
Molybdopterin biosynthesis protein MoeA	MR2
Molybdopterin-containing protein YdhV, similar to aldehyde:ferredoxin oxidoreductase	MR2
Molybdopterin-guanine dinucleotide biosynthesis protein MobA	MR2
Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-)	MR2
MotA/TolQ/ExbB proton channel family protein	MR2
MSHA biogenesis protein MshE	MR2
Multidrug efflux RND membrane fusion protein MexC	MR2
Multidrug efflux RND transporter MexD	MR2
Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	MR2
MutS domain protein, family 2	MR2
MutS-related protein, family 1	MR2
Mycobacterial persistence regulator MprA (Two component response transcriptional regulatory protein)	MR2
Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	MR2
N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	MR2
N-Acetyl-D-glucosamine ABC transport system, permease protein 2	MR2
N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	MR2
N-acetylneuraminate lyase (EC 4.1.3.3)	MR2
N-acetylneuraminate synthase (EC 2.5.1.56)	MR2
N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	MR2
N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	MR2
N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	MR2
N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)	MR2
Na(+) H(+) antiporter subunit A	MR2
Na(+) H(+) antiporter subunit C (TC 2.A.63.1.3)	MR2
Na(+) H(+) antiporter subunit F	MR2
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	MR2
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	MR2
Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	MR2
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	MR2
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	MR2
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	MR2
Na+/H+ antiporter NhaA type	MR2
NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2)	MR2
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	MR2
NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	MR2
NADH dehydrogenase subunit 4L	MR2
NADH peroxidase (EC 1.11.1.1)	MR2
NADP-reducing hydrogenase, subunit C	MR2
NADPH dependent preQ0 reductase (EC 1.7.1.13)	MR2
Ni,Fe-hydrogenase III large subunit	MR2
Ni/Fe-hydrogenase 2 B-type cytochrome subunit	MR2
Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	MR2
Nitric oxide -responding transcriptional regulator Dnr (Crp/Fnr family)	MR2
Nitric oxide reductase activation protein NorD	MR2
Nitric oxide-dependent regulator DnrN or NorA	MR2
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	MR2
Nitric-oxide reductase subunit C (EC 1.7.99.7)	MR2
Nitrogenase (iron-iron) transcriptional regulator	MR2
Nitrogenase (molybdenum-iron) reductase and maturation protein NifH	MR2
Nitrous-oxide reductase (EC 1.7.99.6)	MR2
NMN 5'-nucleotidase, extracellular (EC 3.1.3.5)	MR2
Non-ribosomal peptide synthetase modules, pyoverdine	MR2
Non-ribosomal peptide synthetase modules, pyoverdine??	MR2
Novel D-mannonate dehydrogenase (EC 1.1.1.57)	MR2
NrfC protein	MR2
NrfD protein	MR2
Nucleoside permease NupC	MR2
Oligosaccharide repeat unit polymerase Wzy	MR2
Organic hydroperoxide resistance protein	MR2
Ornithine decarboxylase (EC 4.1.1.17)	MR2
Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	MR2
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB	MR2
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	MR2
Outer membrane protein A precursor	MR2
Outer membrane receptor proteins, mostly Fe transport	MR2
Oxalate decarboxylase (EC 4.1.1.2)	MR2
Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	MR2
Pantothenate:Na+ symporter (TC 2.A.21.1.1)	MR2
Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	MR2
PdxA-like	MR2
Penicillin-binding protein 2 (PBP-2)	MR2
PEP/pyruvate binding domain protein	MR2
Peptide chain release factor 2 unshifted fragment	MR2
Peptidoglycan-associated lipoprotein precursor	MR2
Peptidyl-prolyl cis-trans isomerase ppiD (EC 5.2.1.8)	MR2
Periplasmic hemin-binding protein	MR2
Periplasmic nitrate reductase precursor (EC 1.7.99.4)	MR2
Permease of the drug/metabolite transporter (DMT) superfamily	MR2
Petrobactin ABC transporter, ATP-binding protein	MR2
pH adaptation potassium efflux system a	MR2
pH adaption potassium efflux system protein PhaD	MR2
Phage capsid and scaffold	MR2
Phage hyaluronidase	MR2
Phage minor capsid protein	MR2
Phage shock protein E precursor	MR2
Phage tail sheath monomer	MR2
Phage tape measure	MR2
Phenolpthiocerol synthesis type-I polyketide synthase PpsB (EC 2.3.1.41)	MR2
Phenolpthiocerol synthesis type-I polyketide synthase PpsD	MR2
Phenylacetate-coenzyme A ligase (EC 6.2.1.30)	MR2
Phosphatidylglycerophosphatase A (EC 3.1.3.27)	MR2
Phosphatidylinositol-specific phospholipase C (EC 4.6.1.13)	MR2
Phosphatidylserine decarboxylase (EC 4.1.1.65)	MR2
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	MR2
Phosphoglucomutase (EC 5.4.2.2)	MR2
Phosphoglycerol transferase I (EC 2.7.8.20)	MR2
Phosphoheptose isomerase (EC 5.3.1.-)	MR2
Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4)	MR2
Phosphomannomutase (EC 5.4.2.8)	MR2
Phosphonate ABC transporter permease protein phnE (TC 3.A.1.9.1)	MR2
Phosphonoalanine and/or phosphonopyruvate ABC transporter ATP-binding protein	MR2
Plasmid partitioning protein ParA	MR2
Polyketide beta-ketoacyl synthase WhiE-KS	MR2
Polyketide beta-ketoacyl synthase WhiE-KS paralog	MR2
polysulfide reductase, subunit C	MR2
Possible alpha-xyloside ABC transporter, ATP-binding component	MR2
Potassium efflux system KefA protein	MR2
Predicted cell-wall-anchored protein SasC (LPXTG motif)	MR2
Predicted cobalt ABC transporter periplasmic component	MR2
Predicted cobalt transporter CbtC	MR2
Predicted cobalt transporter in Bacteroides_Porphyromonas	MR2
Predicted cobalt transporter in Mycobacteria	MR2
Predicted cobalt transporter in sulfate-reducing delta-proteobacteria	MR2
Predicted erythritol ABC transporter 2, ATP-binding component	MR2
Predicted extracellular microaerobic reductase, FeS cluster membrane subunit	MR2
Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 1	MR2
Predicted galacto-N-biose-/lacto-N-biose I ABC transporter, permease component 2	MR2
Predicted L-arabinose ABC transport system, ATP-binding protein	MR2
Predicted L-rhamnose ABC transporter, substrate-binding component	MR2
Predicted L-rhamnose permease RhaY	MR2
Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)	MR2
Predicted N-ribosylNicotinamide CRP-like regulator	MR2
Predicted nucleoside ABC transporter, ATP-binding component	MR2
Predicted nucleoside ABC transporter, substrate-binding component	MR2
Predicted P-loop ATPase fused to an acetyltransferase COG1444	MR2
Predicted rhamnogalacturonan lyase in rhamnose utilization cluster	MR2
Predicted RNA-binding protein COG1491	MR2
Predicted secreted alpha-N-acetylgalactosaminidase (EC 3.2.1.49)	MR2
Predicted signal-transduction protein containing cAMP-binding and CBS domains	MR2
Predicted thiosulfate respiratory reductase, cytochrome c-552/4 subunit TsrA	MR2
Predicted Zn-ribbon RNA-binding protein with a function in translation	MR2
Probable Co/Zn/Cd efflux system membrane fusion protein	MR2
Probable electron transfer flavoprotein-quinone oxidoreductase FixC (EC 1.5.5.-)	MR2
probable exported protein YPO3233	MR2
Probable monothiol glutaredoxin GrlA	MR2
Programmed cell death antitoxin ChpS	MR2
Programmed cell death antitoxin YdcD	MR2
Programmed cell death toxin YdcE	MR2
Proline racemase (EC 5.1.1.4)	MR2
Propanediol dehydratase medium subunit (EC 4.2.1.28)	MR2
Propanediol dehydratase small subunit (EC 4.2.1.28)	MR2
Propanediol utilization polyhedral body protein PduA	MR2
Propanediol utilization polyhedral body protein PduN	MR2
Propanediol utilization transcriptional activator	MR2
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	MR2
ProQ: influences osmotic activation of compatible solute ProP	MR2
Proteasome subunit alpha (EC 3.4.25.1), archaeal	MR2
Proteasome-activating AAA-ATPase (PAN), archaeal	MR2
Protein A, von Willebrand factor binding protein Spa	MR2
Protein AraJ precursor	MR2
Protein TadG, associated with Flp pilus assembly	MR2
Protein yihD	MR2
Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2	MR2
Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1)	MR2
Pseudouridine synthase family protein	MR2
PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)	MR2
PTS system, glucose-specific IIA component	MR2
PTS system, glucose-specific IIB component (EC 2.7.1.69)	MR2
PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component	MR2
PTS system, tagatose-specific IIBC component (EC 2.7.1.69)	MR2
Purine nucleotide synthesis repressor	MR2
Putative ABC transporter of substrate X, ATP-binding subunit	MR2
Putative ABC transporter of substrate X, permease subunit I	MR2
Putative amidotransferase (Type 1 glutamine amidotransferase - GATase1)	MR2
Putative cytochrome C-type biogenesis protein	MR2
Putative DHNTP pyrophosphatase	MR2
Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	MR2
Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	MR2
Putative DNA-binding protein in cluster with Type I restriction-modification system	MR2
putative Glutathione-regulated potassium-efflux system protein KefB	MR2
Putative hemin-binding lipoprotein	MR2
Putative high-affinity iron permease	MR2
Putative insecticidal toxin complex	MR2
putative L-glutamate ligase	MR2
Putative lipase in cluster with Phosphatidate cytidylyltransferase	MR2
Putative mobilization protein BF0133	MR2
Putative oxidoreductase YdjL	MR2
Putative phosphatase YigL, haloacid dehalogenase-like phosphatase family	MR2
Putative polyribitolphosphotransferase	MR2
Putative preQ0 transporter	MR2
Putative snRNP Sm-like protein	MR2
Putative sugar isomerase involved in processing of exogenous sialic acid	MR2
Putative sugar nucleotidyltransferase	MR2
Putative TolA protein	MR2
Putative toxin component near putative ESAT-related proteins, repetitive	MR2
Putrescine carbamoyltransferase (EC 2.1.3.6)	MR2
Putrescine/proton symporter, putrescine/ornithine antiporter PotE	MR2
Pyoverdine chromophore precursor synthetase PvdL	MR2
Pyoverdine sidechain non-ribosomal peptide synthetase PvdD	MR2
Pyoverdine sidechain non-ribosomal peptide synthetase PvdI	MR2
Pyoverdine sidechain non-ribosomal peptide synthetase PvdJ	MR2
Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	MR2
Pyrophosphate-specific outer membrane porin OprO	MR2
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	MR2
Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1)	MR2
Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	MR2
Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)	MR2
Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1)	MR2
Queuosine biosynthesis QueD, PTPS-I	MR2
Rare lipoprotein A precursor	MR2
Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase	MR2
Replication factor A (ssDNA-binding protein)	MR2
Replication factor C small subunit	MR2
Response regulator BaeR	MR2
Retron-type reverse transcriptase	MR2
Rhamnulokinase (EC 2.7.1.5)	MR2
Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	MR2
Rhodanese-like domain required for thiamine synthesis	MR2
Riboflavin synthase archaeal (EC 2.5.1.9)	MR2
Ribokinase (EC 2.7.1.15)	MR2
Ribonuclease BN (EC 3.1.-.-)	MR2
Ribonuclease E inhibitor RraB	MR2
Ribonuclease T (EC 3.1.13.-)	MR2
