Proteins	log fold change (HunterGatherer - JAE)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HunterGatherer)	structural.zero (JAE)	star_up	star_down	L2	L3
A/G-specific adenine glycosylase (EC 3.2.2.-)	0.0690271066735182	0.187371026146978	-0.675112505659894	0.813166719006931	0.011	0.0195964010282776	TRUE	0	0	*	""	DNA Metabolism	DNA repair, bacterial
DNA repair protein RecN	0.162312772441773	0.13418698227639	-0.370607663682732	0.695233208566277	0.064	0.088704	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	0.113974352764835	0.121687281007049	-0.36930381449813	0.5972525200278	0.545	0.584651702786378	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial
RecA protein	0.0522540077298235	0.0528091074440298	-0.157476117301611	0.261984132761258	0.023	0.0374154929577465	TRUE	0	0	*	""	DNA Metabolism	DNA repair, bacterial
SOS-response repressor and protease LexA (EC 3.4.21.88)	0.106734022098959	0.0936730237827854	-0.265286183144203	0.47875422734212	0.017	0.0285254237288136	TRUE	0	0	*	""	DNA Metabolism	DNA repair, bacterial
DinG family ATP-dependent helicase YoaA	0.44730234929072	0.0908074108063179	0.0866628584154954	0.807941840165944	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA repair, bacterial DinG and relatives
DNA recombination and repair protein RecF	0.207417817033011	0.0700694644174002	-0.070861408737323	0.485697042803346	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA repair, bacterial RecFOR pathway
DNA recombination and repair protein RecO	0.0284537591339991	0.0473454819247624	-0.159577705974138	0.216485224242136	0.013	0.0225789473684211	TRUE	0	0	*	""	DNA Metabolism	DNA repair, bacterial RecFOR pathway
DNA helicase IV	2.1742694129355	0.355078955712044	0.76408171270885	3.58445711316214	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA repair, bacterial UvrD and related helicases
putative ATP-dependent DNA helicase YjcD	1.93874686574935	0.449874143479891	0.152082312472303	3.7254114190264	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA repair, bacterial UvrD and related helicases
Excinuclease ABC subunit B	0.0671804013475832	0.0351532886210441	-0.0724300555337743	0.206790858228941	0.001	0.00225732899022801	TRUE	0	0	**	""	DNA Metabolism	DNA repair, UvrABC system
Excinuclease ABC subunit C	0.116784257614176	0.0539550710949411	-0.09749703503625	0.331065550264603	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA repair, UvrABC system
Ribonuclease HII (EC 3.1.26.4)	0.171355289013858	0.117900804523937	-0.296884976177513	0.63959555420523	0.095	0.127340425531915	FALSE	0	0	""	""	DNA Metabolism	DNA replication, archaeal
DNA topoisomerase I (EC 5.99.1.2)	0.0597802483444188	0.0833216623684956	-0.271129769115972	0.39069026580481	0.34	0.388811881188119	FALSE	0	0	""	""	DNA Metabolism	DNA topoisomerases, Type I, ATP-independent
Similar to C-terminal Zn-finger domain of DNA topoisomerase I	1.54958619691275	0.256339579383087	0.53153960160718	2.56763279221831	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA topoisomerases, Type I, ATP-independent
DNA gyrase subunit B (EC 5.99.1.3)	0.0742248699558683	0.0364343502466909	-0.070473292965676	0.218923032877413	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
ATP-dependent DNA helicase RecG (EC 3.6.1.-)	0.182919059461678	0.108684037622259	-0.248717033301229	0.614555152224586	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA-replication
Chromosomal replication initiator protein DnaA	0.187127292810025	0.114656971261194	-0.268230165064495	0.642484750684546	0.047	0.0685705263157895	FALSE	0	0	""	""	DNA Metabolism	DNA-replication
DNA polymerase III alpha subunit (EC 2.7.7.7)	0.178488375959255	0.0620658774028048	-0.0680047926986749	0.424981544617184	0.002	0.00421276595744681	TRUE	0	0	**	""	DNA Metabolism	DNA-replication
DNA polymerase III delta subunit (EC 2.7.7.7)	0.066116633549421	0.155997765998473	-0.553424815852277	0.685658082951119	0.687	0.717004518072289	FALSE	0	0	""	""	DNA Metabolism	DNA-replication
Primosomal protein I	1.95985683887304	0.21236315044068	1.11646159419487	2.8032520835512	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA-replication
Transcription-repair coupling factor	0.124600362098118	0.0344974573834387	-0.0124054764868919	0.261606200683127	0	0	TRUE	0	0	***	""	DNA Metabolism	DNA-replication
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	0.0611669003479545	0.109917613084073	-0.375368308275152	0.497702108971061	0.47	0.512929133858268	FALSE	0	0	""	""	DNA Metabolism	Restriction-Modification System
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	0.293619851386541	0.0857889974449018	-0.0470891291526627	0.634328831925745	0.001	0.00225732899022801	TRUE	0	0	**	""	DNA Metabolism	Restriction-Modification System
Putative deoxyribonuclease similar to YcfH, type 4	1.4611434949841	0.559774453744067	-0.761987549174817	3.68427453914301	0.012	0.021	TRUE	0	0	*	""	DNA Metabolism	YcfH
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	0.570531023988664	0.201780178160533	-0.230834195814119	1.37189624379145	0	0	TRUE	0	0	***	""	Dormancy and Sporulation	Sporulation Cluster
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	0.0554968467997661	0.0848428670330108	-0.281454599117361	0.392448292716893	0	0	TRUE	0	0	***	""	Dormancy and Sporulation	Sporulation Cluster
RNA polymerase sporulation specific sigma factor SigF	1.67672566608391	0.28163908295948	0.558202688860062	2.79524864330776	0	0	TRUE	0	0	***	""	Dormancy and Sporulation	Sporulation gene orphans
RNA polymerase sporulation specific sigma factor SigG	1.89895784807371	0.312095203929741	0.659479104539375	3.13843659160804	0	0	TRUE	0	0	***	""	Dormancy and Sporulation	Sporulation gene orphans
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	0.346958116737928	0.0644324763324391	0.0910660562328388	0.602850177243017	0	0	TRUE	0	0	***	""	Dormancy and Sporulation	Sporulation-associated proteins with broader functions
Biotin carboxyl carrier protein of acetyl-CoA carboxylase	0.263946244532676	0.095294448743558	-0.11451341171072	0.642405900776072	0.006	0.0112989130434783	TRUE	0	0	*	""	Fatty Acids, Lipids, and Isoprenoids	Acetyl-CoA carboxylase complexes in plants
(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	1.46502066312814	0.558541257845218	-0.753212772595942	3.68325409885222	0.019	0.0315755395683453	TRUE	0	0	*	""	Fatty Acids, Lipids, and Isoprenoids	Archaeal lipids
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	0.0424568354110351	0.0554189572891553	-0.177638246742835	0.262551917564905	0	0	TRUE	0	0	***	""	Fatty Acids, Lipids, and Isoprenoids	Cardiolipin biosynthesis in plants
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	0.0661633356977198	0.0879339478722962	-0.283064264888234	0.415390936283673	0	0	TRUE	0	0	***	""	Fatty Acids, Lipids, and Isoprenoids	CDP-diacylglycerol biosynthesis in plants
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	0.0462884789490161	0.0722152226895618	-0.240512575204513	0.333089533102545	0.005	0.00954545454545455	TRUE	0	0	**	""	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	0.206725397082938	0.102899519012459	-0.20193761641394	0.615388410579815	0.014	0.0240148514851485	TRUE	0	0	*	""	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	0.0451674811398242	0.103468320069405	-0.365754512342988	0.456089474622636	0.867	0.877125547445255	FALSE	0	0	""	""	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	0.0767406680146374	0.0543410382922232	-0.139073484259099	0.292554820288374	0	0	TRUE	0	0	***	""	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
Lysophospholipase (EC 3.1.1.5)	0.233640357759611	0.244683376423501	-0.738113902332814	1.20539461785204	0.382	0.428359223300971	FALSE	0	0	""	""	Fatty Acids, Lipids, and Isoprenoids	Triacylglycerol metabolism
Monoglyceride lipase (EC 3.1.1.23)	0.629616449120778	0.1909482699129	-0.128730102481397	1.38796300072295	0	0	TRUE	0	0	***	""	Fatty Acids, Lipids, and Isoprenoids	Triacylglycerol metabolism
Ferrous iron transport protein B	0.341225774331711	0.0574021607354561	0.113254446452684	0.569197102210739	0	0	TRUE	0	0	***	""	Iron acquisition and metabolism	Campylobacter Iron Metabolism
Nonheme iron-containing ferritin	0.64829629945164	0.323766051901822	-0.637532941617643	1.93412554052092	0.016	0.026978102189781	TRUE	0	0	*	""	Iron acquisition and metabolism	Campylobacter Iron Metabolism
Ferrous iron transport permease EfeU	0.45926758738079	0.209456466307119	-0.372583829797457	1.29111900455904	0.002	0.00421276595744681	TRUE	0	0	**	""	Iron acquisition and metabolism	Ferrous iron transporter EfeUOB, low-pH-induced
Putative ABC transporter (ATP-binding protein), spy1791 homolog	0.798430330169532	0.600652355613471	-1.58704633740632	3.18390699774538	0.342	0.390454695222405	FALSE	0	0	""	""	Iron acquisition and metabolism	Heme, hemin uptake and utilization systems in GramPositives
Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	0.389486154477515	0.122191511112257	-0.0957945507590737	0.874766859714104	0	0	TRUE	0	0	***	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	0.648987876742753	0.141438386695617	0.0872686589476831	1.21070709453782	0	0	TRUE	0	0	***	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	0.103365712164647	0.155018209838956	-0.512285453046421	0.719016877375716	0.053	0.0757298969072165	FALSE	0	0	""	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Peptide transport periplasmic protein SapA	0.739753921003316	0.364473522019702	-0.707744077800325	2.18725191980696	0.064	0.088704	FALSE	0	0	""	""	Membrane Transport	Peptide ABC transport system Sap
Peptide transport system ATP-binding protein SapF	0.718444087348758	0.62985642162512	-1.78301583979157	3.21990401448909	0	0	TRUE	0	0	***	""	Membrane Transport	Peptide ABC transport system Sap
ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11)	0.750956418339818	0.565757335401175	-1.49593549925032	2.99784833592996	0.335	0.383727272727273	FALSE	0	0	""	""	Membrane Transport	pVir Plasmid of Campylobacter
Type IV secretion system protein VirD4	2.8290288972879	0.406208288231627	1.21578225853496	4.44227553604084	0	0	TRUE	0	0	***	""	Membrane Transport	pVir Plasmid of Campylobacter
ClpB protein	0.0372617350826747	0.0424469052447113	-0.131315148243862	0.205838618409212	0.043	0.0636730769230769	FALSE	0	0	""	""	Membrane Transport	T6SS BR
Uncharacterized protein ImpA	1.41808921422076	0.356341727122537	0.00288644711214459	2.83329198132937	0	0	TRUE	0	0	***	""	Membrane Transport	T6SS BR
Uncharacterized protein ImpH/VasB	0.817552986363815	0.435195478795781	-0.910815596227577	2.54592156895521	0.09	0.12181640625	FALSE	0	0	""	""	Membrane Transport	T6SS BR
Twin-arginine translocation protein TatC	0.0529288369298113	0.102770058150241	-0.355220025805315	0.461077699664937	0.178	0.219882352941176	FALSE	0	0	""	""	Membrane Transport	Twin-arginine translocation system
Type IV fimbrial biogenesis protein PilW	3.16744732343597	0.31203457383534	1.92820937089196	4.40668527597998	0	0	TRUE	0	0	***	""	Membrane Transport	Type IV pilus
Type IV fimbrial biogenesis protein PilX	2.69175877347395	0.358238953464389	1.26902121668325	4.11449633026465	0	0	TRUE	0	0	***	""	Membrane Transport	Type IV pilus
Type IV pilus biogenesis protein PilO	2.84051018408809	0.324479616474156	1.55184703814488	4.12917333003131	0	0	TRUE	0	0	***	""	Membrane Transport	Type IV pilus
Type IV pilus biogenesis protein PilP	2.36381668989631	0.22738862815435	1.46074811476307	3.26688526502956	0	0	TRUE	0	0	***	""	Membrane Transport	Type IV pilus
Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	0.1694190685979	0.0922395592970679	-0.196908166239801	0.535746303435601	0.011	0.0195964010282776	TRUE	0	0	*	""	Metabolite damage and its repair or mitigation	RidA family in 981 representative prokaryotes
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	0.18959023492531	0.0582868821001623	-0.0418947429928601	0.421075212843481	0.001	0.00225732899022801	TRUE	0	0	**	""	Miscellaneous	At2g33980 At1g28960
Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	0.0187500019577502	0.0364373863088956	-0.125960218613253	0.163460222528754	0.316	0.36498	FALSE	0	0	""	""	Miscellaneous	EC 6.3.4.- Ligases that form carbon-nitrogen bonds
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	0.588041968176826	0.122127436476425	0.10301573384563	1.07306820250802	0	0	TRUE	0	0	***	""	Miscellaneous	Metabolite repair
Hydrogen peroxide-inducible genes activator	0.124548710147537	0.148940112299295	-0.466963433999838	0.716060854294912	0.021	0.0343231132075472	TRUE	0	0	*	""	Miscellaneous	Metabolite repair
Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1)	0.00340878710697634	0.0933140515565083	-0.367185768403709	0.374003342617661	0	0	TRUE	0	0	***	""	Miscellaneous	Omega-amidase KE2
Threonyl-tRNA synthetase (EC 6.1.1.3)	0.0923493857614535	0.0398201771377342	-0.0657955088236759	0.250494280346583	0.005	0.00954545454545455	TRUE	0	0	**	""	Miscellaneous	YebC
ATP synthase alpha chain (EC 3.6.3.14)	0.0656414494382602	0.0535914414553401	-0.14719569667249	0.278478595549011	0.044	0.0648765957446808	FALSE	0	0	""	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase beta chain (EC 3.6.3.14)	0.0363877530278902	0.0509955892900686	-0.166140027415915	0.238915533471695	0	0	TRUE	0	0	***	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase delta chain (EC 3.6.3.14)	0.197913177864332	0.087222437255992	-0.148488675085633	0.544315030814296	0	0	TRUE	0	0	***	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase epsilon chain (EC 3.6.3.14)	0.0151727256063623	0.0970149711635524	-0.370119944859955	0.400465396072679	0	0	TRUE	0	0	***	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase F0 sector subunit a	0.295360224163963	0.126142173448315	-0.205610443387871	0.796330891715796	0.002	0.00421276595744681	TRUE	0	0	**	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase gamma chain (EC 3.6.3.14)	0.0966795681122026	0.0396827607447915	-0.0609195805084871	0.254278716732892	0.01	0.018	TRUE	0	0	*	""	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
Cell division protein FtsX	0.0451805165650123	0.0957512660295199	-0.335093378758316	0.42545441188834	0	0	TRUE	0	0	***	""	Motility and Chemotaxis	Bacterial motility:Gliding
Motility integral membrane protein	2.44960879432574	0.251527590726618	1.45067289850777	3.4485446901437	0	0	TRUE	0	0	***	""	Motility and Chemotaxis	Flagellar motility
Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	0.419380116750906	0.500144487484728	-1.56693192242016	2.40569215592197	0.369	0.41715660685155	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	0.438915438787718	0.657998311072644	-2.17430933873766	3.0521402163131	0.529	0.571023364485981	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Respiratory nitrate reductase beta chain (EC 1.7.99.4)	0.307871565594299	0.115503900944396	-0.150849453547359	0.766592584735957	0.012	0.021	TRUE	0	0	*	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Adenylosuccinate lyase (EC 4.3.2.2)	0.0899474007152374	0.0317530545267578	-0.0361591066345619	0.216053908065037	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
IMP cyclohydrolase (EC 3.5.4.10)	0.152548337686747	0.0669881774226323	-0.113493629437333	0.418590304810828	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	0.514376632090573	0.222615254068048	-0.369734600409999	1.39848786459115	0.048	0.0695899581589958	FALSE	0	0	""	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
5'-nucleotidase (EC 3.1.3.5)	0.105525736157361	0.0895822684495021	-0.250248130735321	0.461299603050043	0.226	0.27190625	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Adenine phosphoribosyltransferase (EC 2.4.2.7)	0.0552202770656605	0.0695470810904132	-0.220984315638788	0.331424869770108	0.179	0.220724199288256	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Adenylate kinase (EC 2.7.4.3)	0.00295435046952441	0.0710455107421926	-0.27920122026559	0.285109921204639	0.036	0.0551946902654867	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	0.0406544221064422	0.0547827857036028	-0.176914119595655	0.258222963808539	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	Purine conversions
GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	0.00168152052998138	0.0381129554443744	-0.14968318335444	0.153046224414402	0.011	0.0195964010282776	TRUE	0	0	*	""	Nucleosides and Nucleotides	Purine conversions
Guanylate kinase (EC 2.7.4.8)	0.199861969731274	0.126445970267941	-0.302315219726497	0.702039159189046	0.005	0.00954545454545455	TRUE	0	0	**	""	Nucleosides and Nucleotides	Purine conversions
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	0.195676066297133	0.0589196821656178	-0.0383220621602422	0.429674194754508	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	Purine conversions
Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	0.86894259355314	0.37981213988338	-0.639472364427818	2.3773575515341	0.05	0.0717391304347826	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Cytosine/purine/uracil/thiamine/allantoin permease family protein	0.394726779388738	0.459966334081868	-1.43201867090095	2.22147222967843	0.573	0.609032208588957	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine Utilization
Xanthine/uracil/thiamine/ascorbate permease family protein	0.226882789253837	0.0720609308174882	-0.0593054983677891	0.513071076875464	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	Purine Utilization
Cytidylate kinase (EC 2.7.4.25)	0.288241789010809	0.0742423308116194	-0.00660987725242002	0.583093455274038	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	pyrimidine conversions
Thioredoxin reductase (EC 1.8.1.9)	0.0239957573011811	0.0456089004543313	-0.157138915443881	0.205130430046243	0.013	0.0225789473684211	TRUE	0	0	*	""	Nucleosides and Nucleotides	pyrimidine conversions
Thymidylate kinase (EC 2.7.4.9)	0.0987285681797578	0.0714877598802241	-0.185183384579284	0.3826405209388	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	pyrimidine conversions
Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	0.286409675583785	0.103731082958276	-0.125555874516509	0.698375225684079	0.011	0.0195964010282776	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	0.320163918407569	0.124563786464304	-0.174538222453949	0.814866059269086	0.015	0.0254156479217604	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	0.0639603048626496	0.0701715753737218	-0.214724452163048	0.342645061888348	0.543	0.583409302325581	FALSE	0	0	""	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	0.0667934170597277	0.0578896274953963	-0.163113873562455	0.296700707681911	0.008	0.0148632707774799	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase transcriptional regulator NrdR	0.00166671541710528	0.0976757285606723	-0.386250137471917	0.389583568306127	0.049	0.0705966735966736	FALSE	0	0	""	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Phage capsid protein	1.48712898412801	0.368171945055937	0.0249427854408435	2.94931518281518	0	0	TRUE	0	0	***	""	Phages, Prophages, Transposable elements	Phage capsid proteins
Phage capsid scaffolding protein	2.08582754855671	0.49898170326356	0.104133479502792	4.06752161761062	0	0	TRUE	0	0	***	""	Phages, Prophages, Transposable elements	Phage capsid proteins
Mll9366 protein	1.09630111676766	0.815066554684928	-2.14071648676194	4.33331872029727	0.353	0.401031147540984	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	CBSS-203122.12.peg.188
Conjugative transposon protein TraH	0.252521316588831	0.813130150368475	-2.97680590285633	3.48184853603399	0.122	0.157735074626866	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Conjugative transposon, Bacteroidales
Phage tail fibers	1.75116714183055	0.299114079419887	0.563242628206006	2.93909165545509	0	0	TRUE	0	0	***	""	Phages, Prophages, Transposable elements, Plasmids	Phage tail fiber proteins
Heat shock protein 60 family chaperone GroEL	0.132911722362552	0.0612032772367189	-0.110155650074961	0.375979094800065	0.002	0.00421276595744681	TRUE	0	0	**	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
tmRNA-binding protein SmpB	0.0470180831884335	0.0496647817980777	-0.150224426679953	0.24426059305682	0.232	0.278159169550173	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	0.26454739155231	0.319370211054264	-1.00382387124015	1.53291865434477	0.623	0.653160363086233	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Magnesium and cobalt efflux protein CorC	0.188053759328318	0.0782484981574832	-0.122708306087849	0.498815824744484	0.021	0.0343231132075472	TRUE	0	0	*	""	Phosphorus Metabolism	Phosphate metabolism
Probable low-affinity inorganic phosphate transporter	0.00484385436737789	0.075728836288764	-0.295911433348114	0.30559914208287	0	0	TRUE	0	0	***	""	Phosphorus Metabolism	Phosphate metabolism
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	0.0957106247080937	0.107307550854725	-0.330458783313644	0.521880032729832	0.054	0.077	FALSE	0	0	""	""	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Large-conductance mechanosensitive channel	0.131002216880412	0.0667792908493452	-0.134210162143182	0.396214595904006	0	0	TRUE	0	0	***	""	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Trk system potassium uptake protein TrkA	0.0231609080678439	0.0684295071142356	-0.248605265941419	0.294927082077107	0.239	0.285072289156626	FALSE	0	0	""	""	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Potassium uptake protein, integral membrane component, KtrB	0.0740950748850411	0.122202173291348	-0.411227974944405	0.559418124714487	0	0	TRUE	0	0	***	""	Potassium metabolism	Hyperosmotic potassium uptake
Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	0.0447942193589892	0.166624505390757	-0.616951074971965	0.706539513689944	0.04	0.0602608695652174	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
Potassium voltage-gated channel subfamily KQT	0.191853567985478	0.175709408983535	-0.505972206751838	0.889679342722794	0.138	0.1771	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	0.228352616576132	0.0451641426464701	0.0489842889780748	0.407720944174188	0	0	TRUE	0	0	***	""	Predictions based on plant-prokaryote comparative analysis	At2g23840
Peptide chain release factor 1	0.0497878331793622	0.0421046308285595	-0.117429715373894	0.217005381732619	0.004	0.00796551724137931	TRUE	0	0	**	""	Predictions based on plant-prokaryote comparative analysis	At2g23840
Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	0.603948452798244	0.0899899412453306	0.246555523009419	0.961341382587069	0	0	TRUE	0	0	***	""	Predictions based on plant-prokaryote comparative analysis	At3g21300
Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	0.494470269838804	0.0648940123792858	0.236745229806192	0.752195309871417	0	0	TRUE	0	0	***	""	Predictions based on plant-prokaryote comparative analysis	At3g21300
SSU ribosomal protein S20p	0.023187205661376	0.0409877415695194	-0.139594643534662	0.185969054857414	0.704	0.733642105263158	FALSE	0	0	""	""	Predictions based on plant-prokaryote comparative analysis	At4g10620 At3g57180 At3g47450
Alanyl-tRNA synthetase (EC 6.1.1.7)	0.0736512788486134	0.0423891187055488	-0.0946961066001845	0.241998664297411	0.088	0.119576470588235	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Arginyl-tRNA synthetase (EC 6.1.1.19)	0.0650670111394955	0.0520391490002634	-0.141605242087321	0.271739264366312	0.06	0.0843407707910751	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	0.109413698709334	0.089174754509146	-0.244741736177969	0.463569133596637	0.411	0.457914790996785	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	0.166831727843274	0.076200142653403	-0.13579534198648	0.469458797673028	0.033	0.0511610738255034	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	0.0752132558426855	0.042805122687951	-0.0947862796132919	0.245212791298663	0.071	0.0972391304347826	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Translation elongation factor P	0.0107692217225637	0.0353231485779513	-0.129515829972534	0.151054273417661	0.621	0.65205	FALSE	0	0	""	""	Protein Metabolism	Modification of eukaryotic initiation factor 5A
4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	2.25124581199173	0.299953865870826	1.05998610627855	3.44250551770491	0	0	TRUE	0	0	***	""	Protein Metabolism	N-linked Glycosylation in Bacteria
N-linked glycosylation glycosyltransferase PglG	0.636931663276684	0.261624321509579	-0.40210316077565	1.67596648732902	0.03	0.0475743707093822	TRUE	0	0	*	""	Protein Metabolism	N-linked Glycosylation in Bacteria
Peptide chain release factor 2	0.120105949091849	0.0497037841798606	-0.0772914578161538	0.317503355999852	0.014	0.0240148514851485	TRUE	0	0	*	""	Protein Metabolism	Programmed frameshift
