Pathway	Residual
YciL protein	MR1
YefM protein (antitoxin to YoeB)	MR1
YgfY COG2938	MR1
YjbQ (alternate ThiE)	MR1
YpfJ protein, zinc metalloprotease superfamily	MR1
Zinc ABC transporter, periplasmic-binding protein ZnuA	MR1
Zinc uptake regulation protein ZUR	MR1
Zn(II) and Co(II) transmembrane diffusion facilitator	MR1
(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	MR2
[NiFe] hydrogenase metallocenter assembly protein HybG	MR2
[NiFe] hydrogenase nickel incorporation protein HybF	MR2
1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	MR2
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	MR2
1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	MR2
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	MR2
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	MR2
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	MR2
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	MR2
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	MR2
2-isopropylmalate synthase (EC 2.3.3.13)	MR2
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	MR2
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	MR2
2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)	MR2
2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	MR2
3-dehydroquinate synthase (EC 4.2.3.4)	MR2
3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	MR2
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	MR2
3-isopropylmalate dehydrogenase (EC 1.1.1.85)	MR2
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	MR2
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	MR2
3'-to-5' exoribonuclease RNase R	MR2
4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	MR2
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	MR2
4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	MR2
5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	MR2
5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	MR2
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	MR2
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	MR2
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	MR2
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	MR2
5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	MR2
5'-nucleotidase (EC 3.1.3.5)	MR2
6-phosphofructokinase (EC 2.7.1.11)	MR2
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	MR2
A/G-specific adenine glycosylase (EC 3.2.2.-)	MR2
ABC-type hemin transport system, ATPase component	MR2
Acetate kinase (EC 2.7.2.1)	MR2
Acetolactate synthase large subunit (EC 2.2.1.6)	MR2
Acetolactate synthase small subunit (EC 2.2.1.6)	MR2
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	MR2
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	MR2
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	MR2
Acetylglutamate kinase (EC 2.7.2.8)	MR2
Acetylornithine aminotransferase (EC 2.6.1.11)	MR2
Aconitate hydratase (EC 4.2.1.3)	MR2
Acyl carrier protein	MR2
Adenine phosphoribosyltransferase (EC 2.4.2.7)	MR2
Adenosylhomocysteinase (EC 3.3.1.1)	MR2
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	MR2
Adenylate cyclase (EC 4.6.1.1)	MR2
Adenylate kinase (EC 2.7.4.3)	MR2
Adenylosuccinate lyase (EC 4.3.2.2)	MR2
Adenylosuccinate synthetase (EC 6.3.4.4)	MR2
ADP compounds hydrolase NudE (EC 3.6.1.-)	MR2
ADP-ribose pyrophosphatase (EC 3.6.1.13)	MR2
Aerobic respiration control protein arcA	MR2
Alanine dehydrogenase (EC 1.4.1.1)	MR2
Alanine racemase (EC 5.1.1.1)	MR2
Alanyl-tRNA synthetase (EC 6.1.1.7)	MR2
Alcohol dehydrogenase (EC 1.1.1.1)	MR2
Aldehyde dehydrogenase (EC 1.2.1.3)	MR2
Alkanesulfonates transport system permease protein	MR2
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	MR2
Alpha-1,2-mannosidase	MR2
Alpha-1,4-N-acetylgalactosamine transferase PglJ (EC 2.4.1.-)	MR2
Amidophosphoribosyltransferase (EC 2.4.2.14)	MR2
Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	MR2
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	MR2
Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3)	MR2
Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	MR2
Anthranilate synthase, aminase component (EC 4.1.3.27)	MR2
Apolipoprotein N-acyltransferase (EC 2.3.1.-)	MR2
Arabinogalactan endo-1,4-beta-galactosidase (EC 3.2.1.89)	MR2
Arginine utilization regulatory protein RocR	MR2
Arginine/ornithine antiporter	MR2
Arginine/ornithine antiporter ArcD	MR2
Argininosuccinate lyase (EC 4.3.2.1)	MR2
Argininosuccinate synthase (EC 6.3.4.5)	MR2
Arginyl-tRNA synthetase (EC 6.1.1.19)	MR2
Arsenical resistance operon trans-acting repressor ArsD	MR2
Aspartate 1-decarboxylase (EC 4.1.1.11)	MR2
Aspartate aminotransferase (EC 2.6.1.1)	MR2
Aspartate ammonia-lyase (EC 4.3.1.1)	MR2
Aspartate carbamoyltransferase (EC 2.1.3.2)	MR2
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	MR2
Aspartokinase (EC 2.7.2.4)	MR2
Aspartyl-tRNA synthetase (EC 6.1.1.12)	MR2
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	MR2
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	MR2
Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6)	MR2
ATP phosphoribosyltransferase (EC 2.4.2.17)	MR2
ATP synthase alpha chain (EC 3.6.3.14)	MR2
ATP synthase beta chain (EC 3.6.3.14)	MR2
ATP synthase delta chain (EC 3.6.3.14)	MR2
ATP synthase epsilon chain (EC 3.6.3.14)	MR2
ATP synthase F0 sector subunit a	MR2
ATP synthase gamma chain (EC 3.6.3.14)	MR2
ATP-dependent Clp protease ATP-binding subunit ClpA	MR2
ATP-dependent Clp protease ATP-binding subunit ClpX	MR2
ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	MR2
ATP-dependent Clp protease, ATP-binding subunit ClpC	MR2
ATP-dependent DNA helicase RecG (EC 3.6.1.-)	MR2
ATP-dependent DNA helicase RecQ	MR2
ATP-dependent DNA helicase UvrD/PcrA	MR2
ATP-dependent RNA helicase RhlE	MR2
ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	MR2
ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11)	MR2
Autoinducer 2 (AI-2) ABC transport system, periplasmic AI-2 binding protein LsrB	MR2
Autoinducer 2 (AI-2) aldolase LsrF (EC 4.2.1.-)	MR2
Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE	MR2
Bacteriocin immunity protein BlpL	MR2
Beta-galactosidase (EC 3.2.1.23)	MR2
Beta-hexosaminidase (EC 3.2.1.52)	MR2
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	MR2
Biotin carboxyl carrier protein of acetyl-CoA carboxylase	MR2
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	MR2
Biotin synthase (EC 2.8.1.6)	MR2
biphenyl-2,3-diol 1,2-dioxygenase III-related protein	MR2
Branched-chain amino acid aminotransferase (EC 2.6.1.42)	MR2
Butyryl-CoA dehydrogenase (EC 1.3.99.2)	MR2
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	MR2
Capsular polysaccharide biosynthesis protein CapD	MR2
Capsular polysaccharide export system protein KpsC	MR2
Capsular polysaccharide export system protein KpsS	MR2
Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	MR2
Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	MR2
Carbon starvation protein A	MR2
Cardiolipin synthetase (EC 2.7.8.-)	MR2
cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	MR2
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	MR2
Cell division protein FtsA	MR2
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	MR2
Cell division protein FtsK	MR2
Cell division protein FtsW	MR2
Cell division protein FtsX	MR2
Cell division protein FtsZ (EC 3.4.24.-)	MR2
Cell division protein MraZ	MR2
Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	MR2
Chaperone protein DnaJ	MR2
Chaperone protein DnaK	MR2
Chitinase (EC 3.2.1.14)	MR2
Choline kinase (EC 2.7.1.32)	MR2
Cholinephosphate cytidylyltransferase (EC 2.7.7.15)	MR2
Chorismate synthase (EC 4.2.3.5)	MR2
Chromosomal replication initiator protein DnaA	MR2
Chromosome (plasmid) partitioning protein ParA	MR2
Chromosome (plasmid) partitioning protein ParB	MR2
Chromosome partition protein smc	MR2
Citrate lyase alpha chain (EC 4.1.3.6)	MR2
Citrate synthase (si) (EC 2.3.3.1)	MR2
ClpB protein	MR2
Cobalt-precorrin-6x reductase (EC 1.3.1.54)	MR2
Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)	MR2
COG0488: ATPase components of ABC transporters with duplicated ATPase domains	MR2
Conjugative transposon protein TraC	MR2
Conjugative transposon protein TraH	MR2
Conserved domain protein in cluster with two glycosyl transferases	MR2
Conserved hypothetical protein (perhaps related to histidine degradation)	MR2
Conserved protein YcjX with nucleoside triphosphate hydrolase domain	MR2
Copper-translocating P-type ATPase (EC 3.6.3.4)	MR2
CRISPR-associated helicase Cas3	MR2
CRISPR-associated protein Cas1	MR2
CRISPR-associated protein Cas7	MR2
CRISPR-associated protein Csx16	MR2
CRISPR-associated protein, Csn1 family	MR2
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	MR2
CTP synthase (EC 6.3.4.2)	MR2
Cysteine desulfurase (EC 2.8.1.7)	MR2
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	MR2
Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	MR2
Cysteine synthase (EC 2.5.1.47)	MR2
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	MR2
Cytidine deaminase (EC 3.5.4.5)	MR2
Cytidylate kinase (EC 2.7.4.25)	MR2
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	MR2
Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	MR2
Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	MR2
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	MR2
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	MR2
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	MR2
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	MR2
D-alanine--D-alanine ligase (EC 6.3.2.4)	MR2
D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	MR2
D-proline reductase, 26 kDa subunit (EC 1.21.4.1)	MR2
D-proline reductase, 45 kDa subunit (EC 1.21.4.1)	MR2
D-serine/D-alanine/glycine transporter	MR2
DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	MR2
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	MR2
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	MR2
Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	MR2
Deoxyribose-phosphate aldolase (EC 4.1.2.4)	MR2
Dephospho-CoA kinase (EC 2.7.1.24)	MR2
Di/tripeptide permease DtpT	MR2
Diaminopimelate decarboxylase (EC 4.1.1.20)	MR2
Diaminopimelate epimerase (EC 5.1.1.7)	MR2
Dihydrofolate reductase (EC 1.5.1.3)	MR2
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	MR2
Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	MR2
Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	MR2
Dihydroneopterin aldolase (EC 4.1.2.25)	MR2
Dihydroorotase (EC 3.5.2.3)	MR2
Dihydroorotate dehydrogenase (EC 1.3.3.1)	MR2
Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)	MR2
Dihydropteroate synthase (EC 2.5.1.15)	MR2
Dihydroxy-acid dehydratase (EC 4.2.1.9)	MR2
DinG family ATP-dependent helicase YoaA	MR2
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	MR2
DNA gyrase subunit A (EC 5.99.1.3)	MR2
DNA gyrase subunit B (EC 5.99.1.3)	MR2
DNA helicase IV	MR2
DNA ligase (EC 6.5.1.2)	MR2
DNA mismatch repair endonuclease MutH	MR2
DNA mismatch repair protein MutL	MR2
DNA mismatch repair protein MutS	MR2
DNA polymerase I (EC 2.7.7.7)	MR2
DNA polymerase III alpha subunit (EC 2.7.7.7)	MR2
DNA polymerase III beta subunit (EC 2.7.7.7)	MR2
DNA polymerase III delta prime subunit (EC 2.7.7.7)	MR2
DNA polymerase III delta subunit (EC 2.7.7.7)	MR2
DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	MR2
DNA polymerase IV (EC 2.7.7.7)	MR2
DNA primase (EC 2.7.7.-)	MR2
DNA recombination and repair protein RecF	MR2
DNA recombination and repair protein RecO	MR2
DNA repair protein RadA	MR2
DNA repair protein RecN	MR2
DNA topoisomerase I (EC 5.99.1.2)	MR2
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	MR2
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	MR2
dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	MR2
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	MR2
dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	MR2
Electron transfer flavoprotein, alpha subunit	MR2
Electron transfer flavoprotein, beta subunit	MR2
Endonuclease III (EC 4.2.99.18)	MR2
Enolase (EC 4.2.1.11)	MR2
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	MR2
Ethanolamine two-component response regulator	MR2
Ethanolamine utilization protein similar to PduA/PduJ	MR2
Excinuclease ABC subunit A	MR2
Excinuclease ABC subunit B	MR2
Excinuclease ABC subunit C	MR2
Exodeoxyribonuclease III (EC 3.1.11.2)	MR2
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	MR2
Exonuclease SbcC	MR2
Exopolyphosphatase (EC 3.6.1.11)	MR2
Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	MR2
Ferrous iron transport protein B	MR2
FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type	MR2
Flagellar biosynthesis protein FliC	MR2
Flagellin	MR2
Flavoprotein MioC	MR2
FMN adenylyltransferase (EC 2.7.7.2)	MR2
Folylpolyglutamate synthase (EC 6.3.2.17)	MR2
Formate hydrogenlyase subunit 4	MR2
Formate hydrogenlyase subunit 6	MR2
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	MR2
Fructokinase (EC 2.7.1.4)	MR2
Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	MR2
Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	MR2
Fructose-specific phosphocarrier protein HPr	MR2
Fumarate hydratase class II (EC 4.2.1.2)	MR2
Fumarate reductase subunit D	MR2
Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	MR2
Glucokinase (EC 2.7.1.2)	MR2
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	MR2
Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	MR2
Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	MR2
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	MR2
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	MR2
Glucose-6-phosphate isomerase (EC 5.3.1.9)	MR2
Glutaconyl-CoA decarboxylase delta chain (EC 4.1.1.70)	MR2
Glutamate 5-kinase (EC 2.7.2.11)	MR2
Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1)	MR2
Glutamate racemase (EC 5.1.1.3)	MR2
Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	MR2
Glutamine synthetase type I (EC 6.3.1.2)	MR2
Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase	MR2
Glutamyl-tRNA reductase (EC 1.2.1.70)	MR2
Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	MR2
Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	MR2
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	MR2
Glutaredoxin 1	MR2
Glycerate kinase (EC 2.7.1.31)	MR2
Glycerol kinase (EC 2.7.1.30)	MR2
Glycerol uptake operon antiterminator regulatory protein	MR2
Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	MR2
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	MR2
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	MR2
Glycine cleavage system H protein	MR2
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	MR2
Glycogen debranching enzyme (EC 3.2.1.-)	MR2
Glycogen phosphorylase (EC 2.4.1.1)	MR2
GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	MR2
GTP cyclohydrolase I (EC 3.5.4.16) type 1	MR2
GTP cyclohydrolase II (EC 3.5.4.25)	MR2
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	MR2
GTP-binding and nucleic acid-binding protein YchF	MR2
GTP-binding protein EngA	MR2
GTP-binding protein Era	MR2
GTP-binding protein HflX	MR2
GTP-binding protein TypA/BipA	MR2
GTPase and tRNA-U34 5-formylation enzyme TrmE	MR2
Guanylate kinase (EC 2.7.4.8)	MR2
Haemin uptake system periplasmic haemin-binding protein	MR2
Heat shock protein 60 family chaperone GroEL	MR2
Heat shock protein 60 family co-chaperone GroES	MR2
Heat shock protein GrpE	MR2
Heat-inducible transcription repressor HrcA	MR2
Helicase PriA essential for oriC/DnaA-independent DNA replication	MR2
Hemin-binding lipoprotein HbpA	MR2
Hexose phosphate uptake regulatory protein UhpC	MR2
Histidine ammonia-lyase (EC 4.3.1.3)	MR2
Histidinol dehydrogenase (EC 1.1.1.23)	MR2
Histidinol-phosphate aminotransferase (EC 2.6.1.9)	MR2
Holliday junction DNA helicase RuvA	MR2
Holliday junction DNA helicase RuvB	MR2
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	MR2
Homoserine dehydrogenase (EC 1.1.1.3)	MR2
Homoserine kinase (EC 2.7.1.39)	MR2
Homoserine O-acetyltransferase (EC 2.3.1.31)	MR2
Hydrogenase-4 component E	MR2
Hydroxymethylpyrimidine ABC transporter, substrate-binding component	MR2
Hydroxymethylpyrimidine ABC transporter, transmembrane component	MR2
Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	MR2
Hypothetical YciO protein, TsaC/YrdC paralog	MR2
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	MR2
Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	MR2
Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	MR2
Imidazolonepropionase (EC 3.5.2.7)	MR2
Immunogenic secreted protein	MR2
IMP cyclohydrolase (EC 3.5.4.10)	MR2
IncQ plasmid conjugative transfer protein TraQ (RP4 TrbM homolog)	MR2
Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	MR2
Inner membrane protein translocase component YidC, long form	MR2
Inorganic pyrophosphatase (EC 3.6.1.1)	MR2
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	MR2
Iron-sulfur cluster assembly protein SufB	MR2
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	MR2
Ketol-acid reductoisomerase (EC 1.1.1.86)	MR2
L-asparaginase (EC 3.5.1.1)	MR2
L-fucose mutarotase	MR2
L-lactate dehydrogenase (EC 1.1.1.27)	MR2
L-lactate permease	MR2
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	MR2
L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	MR2
L-serine dehydratase (EC 4.3.1.17)	MR2
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	MR2
Lactose permease	MR2
Large-conductance mechanosensitive channel	MR2
Lipoate synthase	MR2
Lipoate-protein ligase A	MR2
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	MR2
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	MR2
LsrR, transcriptional repressor of lsr operon	MR2
LSU ribosomal protein L10p (P0)	MR2
LSU ribosomal protein L11p (L12e)	MR2
LSU ribosomal protein L13p (L13Ae)	MR2
LSU ribosomal protein L14p (L23e)	MR2
LSU ribosomal protein L15p (L27Ae)	MR2
LSU ribosomal protein L16p (L10e)	MR2
LSU ribosomal protein L17p	MR2
LSU ribosomal protein L18p (L5e)	MR2
LSU ribosomal protein L19p	MR2
LSU ribosomal protein L1p (L10Ae)	MR2
LSU ribosomal protein L20p	MR2
LSU ribosomal protein L21p	MR2
LSU ribosomal protein L22p (L17e)	MR2
LSU ribosomal protein L23p (L23Ae)	MR2
LSU ribosomal protein L24p (L26e)	MR2
LSU ribosomal protein L25p	MR2
LSU ribosomal protein L27p	MR2
LSU ribosomal protein L2p (L8e)	MR2
LSU ribosomal protein L31p	MR2
LSU ribosomal protein L35p	MR2
LSU ribosomal protein L3p (L3e)	MR2
LSU ribosomal protein L4p (L1e)	MR2
LSU ribosomal protein L5p (L11e)	MR2
LSU ribosomal protein L6p (L9e)	MR2
LSU ribosomal protein L7/L12 (P1/P2)	MR2
LSU ribosomal protein L9p	MR2
Lysophospholipase (EC 3.1.1.5)	MR2
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	MR2
Magnesium and cobalt efflux protein CorC	MR2
Malate dehydrogenase (EC 1.1.1.37)	MR2
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	MR2
Manganese ABC transporter, inner membrane permease protein SitC	MR2
Mannose-6-phosphate isomerase (EC 5.3.1.8)	MR2
Membrane-associated zinc metalloprotease	MR2
Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	MR2
Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	MR2
Methionine ABC transporter ATP-binding protein	MR2
Methionine ABC transporter permease protein	MR2
Methionine ABC transporter substrate-binding protein	MR2
Methionine repressor MetJ	MR2
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	MR2
Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	MR2
Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	MR2
Methylmalonyl-CoA mutase (EC 5.4.99.2)	MR2
Molybdenum cofactor biosynthesis protein MoaD	MR2
Molybdenum cofactor biosynthesis protein MoaE	MR2
Molybdopterin biosynthesis Mog protein, molybdochelatase	MR2
Monoglyceride lipase (EC 3.1.1.23)	MR2
Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	MR2
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	MR2
Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)	MR2
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	MR2
N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	MR2
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	MR2
N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	MR2
N-acetylneuraminate synthase (EC 2.5.1.56)	MR2
Na+/H+ antiporter NhaA type	MR2
NAD kinase (EC 2.7.1.23)	MR2
NAD synthetase (EC 6.3.1.5)	MR2
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	MR2
NAD-dependent protein deacetylase of SIR2 family	MR2
NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2)	MR2
NAD(P)HX dehydratase	MR2
NADH dehydrogenase (EC 1.6.99.3)	MR2
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	MR2
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	MR2
NADP-dependent malic enzyme (EC 1.1.1.40)	MR2
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	MR2
Naphthoate synthase (EC 4.1.3.36)	MR2
Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	MR2
Nicotinamidase (EC 3.5.1.19)	MR2
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	MR2
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	MR2
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	MR2
Nitrate reductase cytochrome c550-type subunit	MR2
Non-specific DNA-binding protein Dps	MR2
Nonheme iron-containing ferritin	MR2
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	MR2
Nucleoside diphosphate kinase (EC 2.7.4.6)	MR2
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	MR2
O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	MR2
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	MR2
Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	MR2
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	MR2
