Proteins	log fold change (Baka - Nzime)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Baka)	structural.zero (Nzime)	L2	L3	star
Exoribonuclease II (EC 3.1.13.1)	0.0304644090849697	0.211432188132896	-0.82541716486357	0.88634598303351	0.885432594005469	0.998995155490989	FALSE	0	0	RNA Metabolism	RNA processing and degradation, bacterial	""
Putative formate dehydrogenase, cytochrome B subunit (EC 1.2.1.2)	0.0306248619684986	0.261590380765158	-1.02829804279922	1.08954776673622	0.90680314053696	0.998995155490989	FALSE	0	0	Respiration	Formate hydrogenase	""
Predicted transcriptional regulator of cysteine synthase, Rrf2 family	0.0307603486437021	0.22090384534056	-0.863462676293847	0.924983373581251	0.889254429866139	0.998995155490989	FALSE	0	0	RNA Metabolism	Rrf2 family transcriptional regulators	""
Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	0.0308640244134124	0.203047051788678	-0.791074355949338	0.852802404776162	0.879183546333113	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrate and nitrite ammonification	""
Cys regulon transcriptional activator CysB	0.0309624341137398	0.287346262262268	-1.13222077552451	1.19414564375199	0.914191592296714	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Cysteine Biosynthesis	""
Dihydropyrimidinase (EC 3.5.2.2)	0.0312986747800488	0.243418614223957	-0.954064568679467	1.01666191823956	0.897690287256811	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Hydantoin metabolism	""
ATP-dependent RNA helicase NGO0650	0.0315152618677406	0.27104653592938	-1.06568634131826	1.12871686505374	0.907436569296128	0.998995155490989	FALSE	0	0	RNA Metabolism	ATP-dependent RNA helicases, bacterial	""
Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)	0.0316080662336598	0.150299724861022	-0.576808117763964	0.640024250231283	0.833433358246477	0.998995155490989	FALSE	0	0	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	""
Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	0.0318942289714808	0.128117495064305	-0.486727861138372	0.550516319081333	0.803403210112177	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	0.0319552582296816	0.214173731204167	-0.835024134927975	0.898934651387339	0.881393839625185	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Bacterial Chemotaxis	""
Death on curing protein, Doc toxin	0.0321992904942134	0.199140354743257	-0.773924704908032	0.838323285896458	0.871548846623399	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems	""
Sigma factor RpoE regulatory protein RseC	0.0330698888567214	0.224659874689392	-0.876357615300684	0.942497393014127	0.882974317631637	0.998995155490989	FALSE	0	0	Miscellaneous	YgfZ-Fe-S	""
Rare lipoprotein A precursor	0.0333121637698555	0.115524029125118	-0.434331333417693	0.500955660957404	0.773073470775383	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Peptidoglycan Biosynthesis	""
FIG085779: Lipoprotein	0.0333452148226809	0.235818753247914	-0.921253644881429	0.98794407452679	0.887552469924957	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Phospholipid and Fatty acid biosynthesis related cluster	""
Glycosyltransferase PglI (EC 2.4.1.-)	0.033432758101324	0.158084632999293	-0.606496884132091	0.673362400334739	0.832507703112173	0.998995155490989	FALSE	0	0	Protein Metabolism	N-linked Glycosylation in Bacteria	""
Beta N-acetyl-glucosaminidase (EC 3.2.1.52)	0.0344945527453779	0.181629413971834	-0.700744816805362	0.769733922296118	0.84937400113952	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Murein Hydrolases	""
Flavocytochrome c heme subunit	0.0348050273350906	0.240755398386414	-0.939777467067578	1.00938752173776	0.885053600922142	0.998995155490989	FALSE	0	0	Respiration	Flavocytochrome C	""
Possible ABC transporter, periplasmic substrate X binding protein precursor	0.0358258081352647	0.243257772815401	-0.948886346201415	1.02053796247194	0.882914900662766	0.998995155490989	FALSE	0	0	Membrane Transport	ABC transporter of unknown substrate X	""
tRNA pseudouridine 13 synthase (EC 4.2.1.-)	0.0359173991342958	0.2396579429825	-0.934222574634522	1.00605737290311	0.880867631178138	0.998995155490989	FALSE	0	0	RNA Metabolism	tRNA modification Archaea	""
Various polyols ABC transporter, ATP-binding component	0.0364289285091628	0.22035079560992	-0.855555340456027	0.928413197474353	0.868690206833824	0.998995155490989	FALSE	0	0	Stress Response	Uptake of selenate and selenite	""
PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component	0.0366234368869748	0.137312234650063	-0.519219136339473	0.592466010113423	0.789687458622594	0.998995155490989	FALSE	0	0	Carbohydrates	N-Acetyl-Galactosamine and Galactosamine Utilization	""
Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	0.0366689661984005	0.171306991736643	-0.656785039129256	0.730122971526057	0.830504858763067	0.998995155490989	FALSE	0	0	Miscellaneous	COG0523-Histidine	""
Ubiquinone biosynthesis monooxygenase UbiB	0.0371986163269202	0.145078188490856	-0.550080687773693	0.624477920427534	0.797638960802285	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate	""
Competence positive regulator ComW	0.0379414262923299	0.196805678855399	-0.758731756103603	0.834614608688263	0.847126382394167	0.998995155490989	FALSE	0	0	DNA Metabolism	Competence in Streptococci	""
Altronate oxidoreductase (EC 1.1.1.58)	0.0384669851359127	0.272522869810024	-1.06471084606247	1.1416448163343	0.887750337221517	0.998995155490989	FALSE	0	0	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	""
UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)	0.0391553581559352	0.168234090304173	-0.641859482927925	0.720170199239795	0.815960740098131	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis	""
Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	0.0392232907758769	0.257876626237256	-1.00466626406217	1.08311284561392	0.879107281467882	0.998995155490989	FALSE	0	0	Protein Metabolism	Peptidyl-prolyl cis-trans isomerase	""
TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein	0.0399556173658149	0.263475655410861	-1.02659891551557	1.1065101502472	0.879464389529464	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Sialic Acid Metabolism	""
Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	0.0402684023522646	0.174414223654308	-0.665763737685151	0.74630054238968	0.817409603767158	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants	""
CRISPR-associated RecB family exonuclease Cas4a	0.0406859654953178	0.213943110591286	-0.825359870975061	0.906731801965697	0.849174438400099	0.998995155490989	FALSE	0	0	DNA Metabolism	CRISPRs	""
Nickel transport system permease protein NikB (TC 3.A.1.5.3)	0.0408309395959252	0.290212474635427	-1.13395475298909	1.21561663218094	0.888112268656386	0.998995155490989	FALSE	0	0	Membrane Transport	Transport of Nickel and Cobalt	""
Nitrite-sensitive transcriptional repressor NsrR	0.0411598811547811	0.235186622684307	-0.910880101840448	0.99319986415001	0.861072209256323	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrosative stress	""
Murein-DD-endopeptidase (EC 3.4.99.-)	0.04135535372943	0.246923525088985	-0.958195836485971	1.04090654394483	0.866990465604757	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Peptidoglycan Biosynthesis	""
2-methylcitrate synthase (EC 2.3.3.5)	0.0416786714953319	0.291373431683905	-1.13780659760504	1.2211639405957	0.886256921366244	0.998995155490989	FALSE	0	0	Carbohydrates	Methylcitrate cycle	""
Tellurite resistance protein TehA	0.0422413726687534	0.187435673718181	-0.716501848279177	0.800984593616683	0.821695619205805	0.998995155490989	FALSE	0	0	Stress Response	Tellurite resistance: Chromosomal determinants	""
N-methylhydantoinase (ATP-hydrolyzing) (EC 3.5.2.14)	0.042638930565325	0.329949098525128	-1.29300138164242	1.37827924277307	0.89717659737431	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Creatine and Creatinine Degradation	""
Molybdopterin-guanine dinucleotide biosynthesis protein MobA	0.0426416534852228	0.21412351682363	-0.824134470891897	0.909417777862342	0.842149227237465	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	0.0448008913104032	0.191842033570161	-0.731779359272417	0.821381141893223	0.815349790977214	0.998995155490989	FALSE	0	0	Carbohydrates	Lactose and Galactose Uptake and Utilization	""
Acriflavin resistance protein	0.0449890087604086	0.174722222436694	-0.662289916286284	0.752267933807101	0.796801489495366	0.998995155490989	FALSE	0	0	Virulence	Multidrug Resistance Efflux Pumps	""
2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore	0.0450831354435213	0.150453075933559	-0.56395381665232	0.654120087539363	0.764444793967226	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Siderophore Enterobactin	""
CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase	0.0451265230423195	0.138353005580699	-0.514929110977277	0.605182157061916	0.744296157720596	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	B12 Biosynthesis (Tavares copy1)	""
Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	0.0451764230791509	0.125444502739527	-0.462625342565034	0.552978188723336	0.718749356905745	0.998995155490989	FALSE	0	0	Protein Metabolism	Ribosome biogenesis bacterial	""
Cytochrome C553 (soluble cytochrome f)	0.0452758504336763	0.210198579363665	-0.805612051433192	0.896163752300545	0.829458895325233	0.998995155490989	FALSE	0	0	Respiration	Soluble cytochromes and functionally related electron carriers	""
Nitrous-oxide reductase (EC 1.7.99.6)	0.0453534624964798	0.207624220088701	-0.795113383392004	0.885820308384963	0.827086197904775	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	0.0456410095772561	0.167627971572931	-0.632920251196638	0.72420227035115	0.78541010217282	0.998995155490989	FALSE	0	0	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	""
Glutaredoxin 3	0.0459011849687934	0.245548203256378	-0.948082675952177	1.03988504588976	0.851712773210484	0.998995155490989	FALSE	0	0	Stress Response	Glutaredoxins	""
Membrane protein YcjF	0.0469056540072332	0.214135025038242	-0.819917055844513	0.913728363858979	0.826613366202503	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	A conserved operon linked to TyrR and possibly involved in virulence	""
3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	0.0473666579516072	0.107632077052556	-0.388330065090345	0.48306338099356	0.659879614349961	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinones biosynthesis HGM	""
Rubrerythrin	0.0476429943014356	0.189717122413017	-0.720335574949239	0.815621563552111	0.801716318969543	0.998995155490989	FALSE	0	0	Stress Response	Oxidative stress	""
Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)	0.0477337147210919	0.281269127055352	-1.09084913443314	1.18631656387533	0.865239520230628	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Iron(III) dicitrate transport system Fec	""
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	0.0480917028674739	0.132985176915574	-0.490234857224619	0.586418262959567	0.717627006922281	0.998995155490989	FALSE	0	0	Carbohydrates	Acetyl-CoA biosynthesis in plants	""
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	0.0483348376126225	0.137745553339585	-0.509261818023341	0.605931493248586	0.72566379116809	0.998995155490989	FALSE	0	0	Respiration	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	""
LPS-assembly lipoprotein RlpB precursor (Rare lipoprotein B)	0.0499005511433883	0.282969328588409	-1.09556474659634	1.19536584888311	0.860022009082449	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	KDO2-Lipid A biosynthesis	""
UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)	0.0500527646376889	0.1346919355534	-0.495182787326423	0.595288316601801	0.710183826007144	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Pseudaminic Acid Biosynthesis	""
FIG017823: ATPase, MoxR family	0.0511620869391635	0.165889697878038	-0.620362608404102	0.722686782282429	0.757770166312249	0.998995155490989	FALSE	0	0	Miscellaneous	At2g33980 At1g28960	""
Cytosine/purine/uracil/thiamine/allantoin permease family protein	0.0513487640933539	0.236152386207066	-0.904600648261805	1.00729817644851	0.827866156781669	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine Utilization	""
Putative predicted metal-dependent hydrolase	0.0515229670523958	0.236684001842877	-0.906578435646009	1.0096243697508	0.827673201539912	0.998995155490989	FALSE	0	0	DNA Metabolism	Restriction-Modification System	""
LSU ribosomal protein L28p	0.0516305234939209	0.158097985585434	-0.58835317026563	0.691614217253472	0.743990915270586	0.998995155490989	FALSE	0	0	Protein Metabolism	Ribosomal proteins, zinc requirement	""
Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	0.0519626759276157	0.107037576127753	-0.381327495908828	0.485252847764059	0.62734866079874	0.998995155490989	FALSE	0	0	Virulence	Multidrug Resistance Efflux Pumps	""
D-glycerate 2-kinase (EC 2.7.1.-)	0.0521816179240706	0.245561013416167	-0.941854098770705	1.04621733461885	0.831717287276956	0.998995155490989	FALSE	0	0	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	""
Chromosome partition protein MukF	0.05257386723751	0.239256670341389	-0.915941747143603	1.02108948161862	0.826074931418425	0.998995155490989	FALSE	0	0	Cell Division and Cell Cycle	MukBEF Chromosome Condensation	""
Putative succinate dehydrogenase cytochrome b subunit	0.0526528953244574	0.273948296724784	-1.05629509150693	1.16160088215584	0.847585452422298	0.998995155490989	FALSE	0	0	Respiration	Respiration / HGM	""
ATP-dependent DNA helicase Rep	0.0529253356942965	0.222178843117835	-0.846458904827463	0.952309576216056	0.811717825348333	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial UvrD and related helicases	""
Maltose phosphorylase (EC 2.4.1.8)	0.0530456943910753	0.302798478901398	-1.17268838611921	1.27877977490136	0.860934418595898	0.998995155490989	FALSE	0	0	Carbohydrates	Maltose and Maltodextrin Utilization	""
Multidrug-efflux transporter, major facilitator superfamily (MFS) (TC 2.A.1)	0.053224434113007	0.263883436638843	-1.01498080504123	1.12142967326724	0.840153795913355	0.998995155490989	FALSE	0	0	Virulence	Multidrug Resistance Efflux Pumps	""
Sulfate permease	0.0541853544345186	0.110525121169082	-0.393222466968666	0.501593175837703	0.623954354624421	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Cysteine Biosynthesis	""
Alkaline phosphatase (EC 3.1.3.1)	0.0542117467650511	0.085951709729018	-0.293722431356404	0.402145924886506	0.528221455698426	0.998995155490989	FALSE	0	0	Phosphorus Metabolism	P uptake (cyanobacteria)	""
3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC	0.0550339872575392	0.247604368048161	-0.947273268383172	1.05734124289825	0.824106960327973	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA phosphorothioation	""
Iron-siderophore transport system, transmembran component	0.0554760643067878	0.164943714039783	-0.612219270220771	0.723171398834346	0.736619538328077	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	acinetobacter siderophore assembly	""
Heme biosynthesis protein related to NirL and NirH	0.0559700889574553	0.281425930379204	-1.08324750307488	1.19518768098979	0.842356336934469	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Heme biosynthesis orphans	""
FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	0.0567743497847255	0.0940898385462776	-0.324103130691119	0.43765183026057	0.546238796651473	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
Maltodextrin glucosidase (EC 3.2.1.20)	0.0578040638506936	0.186956174215377	-0.698998133865193	0.814606261566581	0.757180725729345	0.998995155490989	FALSE	0	0	Carbohydrates	Maltose and Maltodextrin Utilization	""
Energy-conserving hydrogenase (ferredoxin), subunit D	0.0578530304830983	0.161760608824816	-0.596957032764395	0.712663093730592	0.720608268711147	0.998995155490989	FALSE	0	0	Respiration	Energy-conserving hydrogenase (ferredoxin)	""
2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	0.0581771827073143	0.277063188746634	-1.06337994708326	1.17973431249789	0.833684819883663	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinones biosynthesis HGM	""
Putative analog of CcoH, COG3198	0.0583155072136248	0.275438422004863	-1.05666453548095	1.1732955499082	0.832326377711294	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of cbb3-type cytochrome c oxidases	""
Two-component sensor kinase YesM (EC 2.7.3.-)	0.0584080595541494	0.307441176901117	-1.18611975196964	1.30293587107794	0.849323822095283	0.998995155490989	FALSE	0	0	Carbohydrates	Fructooligosaccharides(FOS) and Raffinose Utilization	""
Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)	0.0586298648492356	0.297942528869353	-1.14744723630921	1.26470696600768	0.8439977747936	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
Ribose 5-phosphate isomerase A (EC 5.3.1.6)	0.0591142348534888	0.141055971977543	-0.511883059253392	0.630111528960369	0.675155086052319	0.998995155490989	FALSE	0	0	Carbohydrates	Calvin-Benson cycle	""
Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	0.0594187396599706	0.242106212930421	-0.920631878060374	1.03946935738032	0.806127941711827	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9)	0.0600410011161991	0.14761482327809	-0.537506649509144	0.657588651741542	0.684198222699644	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Lysine fermentation	""
Uncharacterized ABC transporter, periplasmic component YrbD	0.0604542616582702	0.279613104645485	-1.07142497685291	1.19233350016945	0.828826533574374	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Lipopolysaccharide assembly	""
Chondroitinase (chondroitin lyase)	0.060493174727065	0.208255096511343	-0.782527471083495	0.903513820537625	0.771451861636629	0.998995155490989	FALSE	0	0	Carbohydrates	N-Acetyl-Galactosamine and Galactosamine Utilization	""
Excinuclease ABC subunit A paralog of unknown function	0.0615656378459133	0.209655117176453	-0.787122318609238	0.910253594301064	0.769023860478223	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, UvrABC system	""
Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	0.0617470190627287	0.0995951952776296	-0.341416251604229	0.464910289729687	0.535271021180626	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Methionine Salvage	""
Copper-containing nitrite reductase (EC 1.7.2.1)	0.0619049406459098	0.228484518718833	-0.863004796281339	0.986814677573158	0.786439384060292	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
L-aspartate oxidase (EC 1.4.3.16)	0.0621974264540235	0.112194394114849	-0.391967644017001	0.516362496925048	0.579324310110064	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP cofactor biosynthesis global	""
Pseudouridine synthase family protein	0.0623392523597349	0.125650287940472	-0.44629553574539	0.57097404046486	0.619800588860244	0.998995155490989	FALSE	0	0	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning	""
GTP cyclohydrolase I (EC 3.5.4.16) type 2	0.0628541697525153	0.115135750264503	-0.403217567121294	0.528925906626325	0.585125342264609	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	dephospho-tetrahydromethanopterin biosynthesis MYousef	""
Nitrous oxide reductase maturation transmembrane protein NosY	0.0633459068623297	0.171193921121947	-0.629650386437051	0.75634220016171	0.711364401889235	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
Peptidoglycan-associated lipoprotein precursor	0.0636024873095069	0.252030789686441	-0.956623008463826	1.08382798308284	0.800762823619223	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	0.0642687412254812	0.301324819966218	-1.15549993950323	1.28403742195419	0.831102920328354	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of cytochrome c oxidases	""
[NiFe] hydrogenase metallocenter assembly protein HypE	0.0655191339807497	0.180119991292785	-0.663610063463718	0.794648331425218	0.716042682865951	0.998995155490989	FALSE	0	0	Respiration	NiFe hydrogenase maturation	""
Nitrous oxide reductase maturation protein NosR	0.0662092870072306	0.306427823364621	-1.17421644986349	1.30663502387795	0.828934640918518	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	0.0663954295927942	0.161045595660634	-0.585520246580727	0.718311105766316	0.680136247504811	0.998995155490989	FALSE	0	0	Membrane Transport	Widespread colonization island	""
Endoglucanase (EC 3.2.1.4)	0.0664989469845243	0.28147304347074	-1.07290935975068	1.20590725371973	0.813236090457232	0.998995155490989	FALSE	0	0	Carbohydrates	Mannose Metabolism	""
Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	0.0665450690507554	0.305055919368369	-1.168327173993	1.30141731209451	0.827319596041943	0.998995155490989	FALSE	0	0	DNA Metabolism	2-phosphoglycolate salvage	""
Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2)	0.0668281695408544	0.295427366311153	-1.12906750508997	1.26272384417168	0.82103929110264	0.998995155490989	FALSE	0	0	Respiration	Hydrogenases	""
Motility accessory factor	0.0668624686873418	0.118425582931715	-0.41252657425091	0.546251511625593	0.572349400827377	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
Quinolinate synthetase (EC 2.5.1.72)	0.0682277014593646	0.131870789068524	-0.465587795142611	0.60204319806134	0.604888840361878	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP cofactor biosynthesis global	""
Glutamine synthetase, clostridia type (EC 6.3.1.2)	0.0694063950505481	0.277972273278854	-1.05583072645349	1.19464351655458	0.802828488479387	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Glutamine synthetases	""
Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	0.0694544684461942	0.158080358861058	-0.57045787199324	0.709366808885629	0.660399412925958	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolysis and Gluconeogenesis	""
Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)	0.0694989052085351	0.134724481632024	-0.475868393909332	0.614866204326402	0.605952534632981	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxin (Vitamin B6) Biosynthesis	""
Putative iron-containing NADPH-dependent propanol dehydrogenase	0.0696026866928525	0.185320079829561	-0.680576569405551	0.819781942791256	0.707228475140116	0.998995155490989	FALSE	0	0	Carbohydrates	Propanediol utilization	""
Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	0.0696118422944156	0.265615659080947	-1.00560546670249	1.14482915129132	0.793261825420043	0.998995155490989	FALSE	0	0	Carbohydrates	Acetyl-CoA biosynthesis in plants	""
Regulatory protein BlaR1	0.0706205109203664	0.295643496018045	-1.12615006093092	1.26739108277165	0.811205997884782	0.998995155490989	FALSE	0	0	Virulence	Beta-lactamase	""
Cytochrome c-type biogenesis protein CcmE, heme chaperone	0.0712742274806444	0.200504945542392	-0.740373657785645	0.882922112746933	0.722234771968132	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of c-type cytochromes	""
ABC transport system, permease component YbhR	0.0724845906871425	0.237033715602025	-0.887032460050731	1.03200164142502	0.759757954958382	0.998995155490989	FALSE	0	0	Membrane Transport	ATP-dependent efflux pump transporter Ybh	""
Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	0.0726136887906317	0.27576022857171	-1.04366903309094	1.1888964106722	0.792302533204856	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
Endonuclease IV (EC 3.1.21.2)	0.0727873704194	0.13105971107462	-0.457744866825768	0.603319607664568	0.578637753732531	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial	""
Gluconate permease, Bsu4004 homolog	0.0729647828753359	0.166894786324147	-0.60262852987576	0.748558095626431	0.661973338708364	0.998995155490989	FALSE	0	0	Carbohydrates	D-gluconate and ketogluconates metabolism	""
3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	0.0738955660114433	0.219484866012167	-0.814583403247025	0.962374535269911	0.736360198164937	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Isoleucine degradation	""
ChlD component of cobalt chelatase involved in B12 biosynthesis	0.0742792728651809	0.255391488788875	-0.95955039766867	1.10810894339903	0.771170060991712	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	B12 Biosynthesis (Tavares copy1)	""
3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	0.0744117669498778	0.284616634272412	-1.07772185595854	1.2265453898583	0.793748895127691	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Mycobacterial FadE proteins Acyl-CoA dehydrogenase	""
ATP-dependent helicase DinG/Rad3	0.075046348809575	0.274668515895247	-1.03681709910958	1.18690979672873	0.784680141735874	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial DinG and relatives	""
Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	0.0756545566122444	0.125910369404423	-0.434033046273291	0.58534215949778	0.547932961729333	0.998995155490989	FALSE	0	0	Carbohydrates	Mannitol Utilization	""
[NiFe] hydrogenase nickel incorporation protein HypA	0.0757448807589296	0.202804179187671	-0.745210346632388	0.896700108150247	0.708785445565438	0.998995155490989	FALSE	0	0	Respiration	NiFe hydrogenase maturation	""
2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	0.0758798399421015	0.184455063442252	-0.670797813143069	0.822557493027272	0.680799020515137	0.998995155490989	FALSE	0	0	Carbohydrates	D-galactonate catabolism	""
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	0.0760400296005432	0.304108039315992	-1.15499517671618	1.30707523591727	0.802554239982289	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Bacterial motility:Gliding	""
Signal peptidase-like protein	0.0761357622575716	0.141884637548189	-0.498215986055857	0.650487510571	0.591541676189343	0.998995155490989	FALSE	0	0	Stress Response	Heat shock dnaK gene cluster extended	""
Hemoglobin-dependent two component system, sensory histidine kinase HrrS	0.0761718293553309	0.142421407344719	-0.500352773443305	0.652696432153967	0.592764560790434	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Heme, hemin uptake and utilization systems in GramPositives	""
Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	0.076218731841152	0.147360988628941	-0.520301391230533	0.672738854912837	0.604999365095938	0.998995155490989	FALSE	0	0	Protein Metabolism	Peptide methionine sulfoxide reductase	""
