Proteins	log fold change (Industrial calculus - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (CMC)	structural.zero (Industrial calculus)
DEPHOSPHOCOAKIN-RXN	0.299900899290209	0.0944568773151055	-0.0835312400431545	0.683333038623573	0	0	TRUE	0	0
RXN-11633	0.303390243214376	0.0979567975628	-0.0942492460358481	0.7010297324646	0	0	TRUE	0	0
RIB5PISOM-RXN	0.308339405245524	0.0750631247064603	0.00363301107551017	0.613045799415537	0	0	TRUE	0	0
CDPDIGLYSYN-RXN	0.309166005040566	0.0614585458673879	0.0596851584142538	0.558646851666877	0	0	TRUE	0	0
RXN-20524	0.309166005040566	0.0614585458673879	0.0596851584142538	0.558646851666877	0	0	TRUE	0	0
RXN0-5515	0.309166005040566	0.0614585458673879	0.0596851584142538	0.558646851666877	0	0	TRUE	0	0
3.1.21.4-RXN	0.309295736558526	0.13931531949743	-0.256231862015475	0.874823335132527	0	0	TRUE	0	0
DIMETHUROPORDEHYDROG-RXN	0.312932313869616	0.0859816678725807	-0.0360961083367798	0.661960736076012	0	0	TRUE	0	0
RXN-20927	0.316321418989323	0.0799977019449398	-0.0084160789079929	0.641058916886638	0	0	TRUE	0	0
DNA-DIRECTED-DNA-POLYMERASE-RXN	0.316327659684381	0.0799978517594503	-0.00841044636026994	0.641065765729032	0	0	TRUE	0	0
RXN-15041	0.318346134209179	0.093959002914316	-0.0630649659787004	0.699757234397058	0	0	TRUE	0	0
RXN-19726	0.318346134209179	0.093959002914316	-0.0630649659787004	0.699757234397058	0	0	TRUE	0	0
RXN-19727	0.318346134209179	0.093959002914316	-0.0630649659787004	0.699757234397058	0	0	TRUE	0	0
DTDPDEHYDRHAMEPIM-RXN	0.318493421761271	0.0768620643931193	0.00648452816301226	0.630502315359529	0	0	TRUE	0	0
DIHYDROFOLATEREDUCT-RXN	0.323940293802957	0.0564080157246081	0.0949612426250959	0.552919344980819	0	0	TRUE	0	0
RXN-18357	0.323940293802957	0.0564080157246081	0.0949612426250959	0.552919344980819	0	0	TRUE	0	0
RXN-19329	0.323940293802957	0.0564080157246081	0.0949612426250959	0.552919344980819	0	0	TRUE	0	0
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	0.328373453602739	0.0880121963522187	-0.0288975646014853	0.685644471806964	0	0	TRUE	0	0
BIOTIN-CARBOXYL-RXN	0.329643684624364	0.0634600879865141	0.0720379073575636	0.587249461891165	0	0	TRUE	0	0
RXN-16820	0.33081496741959	0.0918487734275456	-0.0420300036562983	0.703659938495478	0	0	TRUE	0	0
RXN-18693	0.33081496741959	0.0918487734275456	-0.0420300036562983	0.703659938495478	0	0	TRUE	0	0
RXN0-2023	0.33081496741959	0.0918487734275456	-0.0420300036562983	0.703659938495478	0	0	TRUE	0	0
THI-P-KIN-RXN	0.332257036055576	0.0871047531179104	-0.0213303657668194	0.685844437877971	0	0	TRUE	0	0
RXN-12588	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-14385	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-15881	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-20037	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-21560	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-21566	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
RXN-9787	0.332780598423721	0.0588647150129927	0.0938289810270799	0.571732215820362	0	0	TRUE	0	0
3.4.13.21-RXN	0.334082762074276	0.108800661554251	-0.10757560740011	0.775741131548661	0	0	TRUE	0	0
ACID-PHOSPHATASE-RXN	0.335482034802903	0.0860440653037924	-0.0137996795005691	0.684763749106374	0	0	TRUE	0	0
GLYCINE--TRNA-LIGASE-RXN	0.337290260920089	0.0790265093059393	0.0164951596153948	0.658085362224782	0	0	TRUE	0	0
GLYC3PDEHYDROGBIOSYN-RXN	0.340290987461763	0.090807858561661	-0.0283285611225619	0.708910536046089	0	0	TRUE	0	0
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	0.347770465856555	0.0933547903832297	-0.031187933056503	0.726728864769613	0	0	TRUE	0	0
3.4.21.53-RXN	0.349938961786872	0.103202224489632	-0.0689934743131886	0.768871397886933	0	0	TRUE	0	0
NAD-SYNTH-GLN-RXN	0.351606748877043	0.20260416790388	-0.470831508086352	1.17404500584044	0	0	TRUE	0	0
RXN-11839	0.362514456641002	0.0789365383389606	0.0420845776613223	0.682944335620682	0	0	TRUE	0	0
6.3.2.10-RXN	0.363909976904042	0.074537147606955	0.0613387001573038	0.66648125365078	0	0	TRUE	0	0
UDP-NACMURALGLDAPAALIG-RXN	0.363909976904042	0.074537147606955	0.0613387001573038	0.66648125365078	0	0	TRUE	0	0
GART-RXN	0.365391474517327	0.0610287357639469	0.117655371229498	0.613127577805155	0	0	TRUE	0	0
PANTOTHENATE-KIN-RXN	0.366171319790656	0.0946994778378415	-0.0182456164159493	0.750588255997261	0	0	TRUE	0	0
RXN-9310	0.371827378053593	0.213560227828118	-0.495085200047913	1.2387399561551	0	0	TRUE	0	0
TRYPTOPHAN--TRNA-LIGASE-RXN	0.375725618301365	0.0688646510871612	0.0961809070919335	0.655270329510796	0	0	TRUE	0	0
ETHAMLY-RXN	0.376198935564275	0.118974369747862	-0.106757927026883	0.859155798155434	0	0	TRUE	0	0
URA-PHOSPH-RXN	0.377636263630966	0.106710606822914	-0.0555378728289517	0.810810400090883	0	0	TRUE	0	0
THYMIDYLATESYN-RXN	0.380894637989538	0.0737395777858425	0.0815609645965157	0.680228311382561	0	0	TRUE	0	0
NAG1P-URIDYLTRANS-RXN	0.385785515142761	0.0601570980955256	0.141587681438113	0.629983348847408	0	0	TRUE	0	0
H2PTERIDINEPYROPHOSPHOKIN-RXN	0.385805488438661	0.0702575042463575	0.100606719189324	0.671004257687999	0	0	TRUE	0	0
RXN-15733	0.385805488438661	0.0702575042463575	0.100606719189324	0.671004257687999	0	0	TRUE	0	0
UDP-NACMURALA-GLU-LIG-RXN	0.390253129481786	0.0745949956688175	0.0874470280537043	0.693059230909867	0	0	TRUE	0	0
RXN-14267	0.392323822881642	0.0736083067746862	0.0935230225421317	0.691124623221153	0	0	TRUE	0	0
RXN-16938	0.392323822881642	0.0736083067746862	0.0935230225421317	0.691124623221153	0	0	TRUE	0	0
RXN0-5225	0.392323822881642	0.0736083067746862	0.0935230225421317	0.691124623221153	0	0	TRUE	0	0
RXN-11832	0.39461446542491	0.081038736894761	0.0656510575750651	0.723577873274755	0	0	TRUE	0	0
3.1.21.3-RXN	0.396187527474344	0.0960641514572288	0.00623092342938847	0.786144131519299	0	0	TRUE	0	0
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	0.401894372558543	0.0944987327898627	0.018292327817705	0.785496417299381	0	0	TRUE	0	0
PROTEIN-TYROSINE-PHOSPHATASE-RXN	0.403563263769611	0.117716384727278	-0.0742870157817259	0.881413543320947	0	0	TRUE	0	0
RIBOFLAVIN-SYN-RXN	0.404975518312863	0.101600147286789	-0.00745354919483937	0.817404585820566	0	0	TRUE	0	0
2.8.1.6-RXN	0.406182485922576	0.067057364170873	0.133974158345539	0.678390813499614	0	0	TRUE	0	0
2.3.1.157-RXN	0.409364656217807	0.061570344423725	0.159429981761811	0.659299330673804	0	0	TRUE	0	0
1.7.2.2-RXN	0.409746179945492	0.119908951832125	-0.0770044647199599	0.896496824610943	0	0	TRUE	0	0
RXN0-5063	0.41022880134012	0.107143295993743	-0.0247017655582516	0.845159368238491	0	0	TRUE	0	0
CITLY-RXN	0.413448738652741	0.102351030367706	-0.00202841507471407	0.828925892380197	0	0	TRUE	0	0
P-PANTOCYSLIG-RXN	0.418620776844032	0.0769017200419998	0.106450907669203	0.730790646018862	0	0	TRUE	0	0
RXN-16427	0.419928091806108	0.0932583684022062	0.0413611020472955	0.79849508156492	0	0	TRUE	0	0
RXN-21295	0.419928091806108	0.0932583684022062	0.0413611020472955	0.79849508156492	0	0	TRUE	0	0
RXN-21601	0.419928091806108	0.0932583684022062	0.0413611020472955	0.79849508156492	0	0	TRUE	0	0
RXN0-262	0.419928091806108	0.0932583684022062	0.0413611020472955	0.79849508156492	0	0	TRUE	0	0
AMINOCYL-TRNA-HYDROLASE-RXN	0.421251626939045	0.106465679087902	-0.0109282657126179	0.853431519590707	0	0	TRUE	0	0
RXN-12460	0.421251626939045	0.106465679087902	-0.0109282657126179	0.853431519590707	0	0	TRUE	0	0
RXN-16637	0.421251626939045	0.106465679087902	-0.0109282657126179	0.853431519590707	0	0	TRUE	0	0
RXN-12458	0.421858220253553	0.0776097064913033	0.106814396671254	0.736902043835851	0	0	TRUE	0	0
RXN-14517	0.421858220253553	0.0776097064913033	0.106814396671254	0.736902043835851	0	0	TRUE	0	0
RXN0-1321	0.42532363254009	0.063774856948444	0.166440102505051	0.684207162575129	0	0	TRUE	0	0
EXOPOLYPHOSPHATASE-RXN	0.425457276500882	0.0820075877798002	0.0925609780230073	0.758353574978758	0	0	TRUE	0	0
ADPREDUCT-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
CDPREDUCT-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
GDPREDUCT-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RXN0-722	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RXN0-747	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RXN0-748	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
UDPREDUCT-RXN	0.428778112389816	0.0736931118843125	0.129633059672557	0.727923165107075	0	0	TRUE	0	0
RXN0-6274	0.430333485620205	0.0862934476101724	0.0800394449095386	0.780627526330871	0	0	TRUE	0	0
CYTIDINEKIN-RXN	0.433586132557064	0.0922072820769099	0.0592858546543712	0.807886410459756	0	0	TRUE	0	0
URIDINEKIN-RXN	0.433586132557064	0.0922072820769099	0.0592858546543712	0.807886410459756	0	0	TRUE	0	0
URKI-RXN	0.433586132557064	0.0922072820769099	0.0592858546543712	0.807886410459756	0	0	TRUE	0	0
1.8.4.12-RXN	0.433850464111585	0.0730610505390858	0.137271160344313	0.730429767878858	0	0	TRUE	0	0
RXN-8668	0.437865478480461	0.0857867122837384	0.0896284463838124	0.78610251057711	0	0	TRUE	0	0
3.4.24.56-RXN	0.442878671480624	0.109099780365838	6.078446220803e-06	0.885751264515028	0	0	TRUE	0	0
ALANINE--TRNA-LIGASE-RXN	0.452634141230134	0.0841345835349669	0.111103653734599	0.794164628725669	0	0	TRUE	0	0
ADENPRIBOSYLTRAN-RXN	0.459838161252998	0.0760924800826547	0.150953268436329	0.768723054069668	0	0	TRUE	0	0
RXN-14270	0.459838161252998	0.0760924800826547	0.150953268436329	0.768723054069668	0	0	TRUE	0	0
UDP-NACMURALGLDAPLIG-RXN	0.465202401423431	0.0644114971801539	0.203734535202728	0.726670267644134	0	0	TRUE	0	0
GLUTRACE-RXN	0.512750308307511	0.0710033939620114	0.224523722582451	0.80097689403257	0	0	TRUE	0	0
MANNPGUANYLTRANGDP-RXN	0.518511482052857	0.107898691883062	0.080514509932142	0.956508454173571	0	0	TRUE	0	0
HOMOSERDEAM-RXN	0.532997891413918	0.109730285198736	0.0875658678350175	0.978429914992819	0	0	TRUE	0	0
RXN-15130	0.532997891413918	0.109730285198736	0.0875658678350175	0.978429914992819	0	0	TRUE	0	0
RXN0-4301	0.553914508446673	0.11816760917705	0.0742325575442031	1.03359645934914	0	0	TRUE	0	0
3.2.1.99-RXN	0.5650496189171	0.149113054616297	-0.0402502719878923	1.17034950982209	0	0	TRUE	0	0
4.1.1.86-RXN	0.696426155431262	0.150022728711903	0.0874335923303586	1.30541871853217	0	0	TRUE	0	0
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	0.742856146243267	0.19026873856407	-0.0295084665790004	1.51522075906553	0	0	TRUE	0	0
GLYC3PDEHYDROG-RXN	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
RXN-15740	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
RXN-15745	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
RXN-21405	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
RXN0-5258-Yeast	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
RXN0-5260	0.743761793667003	0.190257894733066	-0.0285588004089462	1.51608238774295	0	0	TRUE	0	0
PYROGLUTAMYL-PEPTIDASE-I-RXN	0.78954045427829	0.174808562404304	0.0799338807635733	1.49914702779301	0	0	TRUE	0	0
R125-RXN	0.798430046516752	0.14258248888046	0.219639911834126	1.37722018119938	0	0	TRUE	0	0
GUANPRIBOSYLTRAN-RXN	0.805137421258461	0.129978388679248	0.277511555837042	1.33276328667988	0	0	TRUE	0	0
HYPOXANPRIBOSYLTRAN-RXN	0.805137421258461	0.129978388679248	0.277511555837042	1.33276328667988	0	0	TRUE	0	0
TRE6PHYDRO-RXN	0.807407072603313	0.149201302277003	0.201748954851348	1.41306519035528	0	0	TRUE	0	0
3.1.1.73-RXN	0.83623819571613	0.236020437087928	-0.121847903373528	1.79432429480579	0	0	TRUE	0	0
GALPMUT-RXN	0.889138890921718	0.18807403857571	0.125683301302965	1.65259448054047	0	0	TRUE	0	0
RXN-10837	0.931826286888565	0.194498318159732	0.1422923921787	1.72136018159843	0	0	TRUE	0	0
RXN-9382	0.931826286888565	0.194498318159732	0.1422923921787	1.72136018159843	0	0	TRUE	0	0
RXN-11322	0.947786008149843	0.173520976310314	0.243406178358058	1.65216583794163	0	0	TRUE	0	0
3.5.4.30-RXN	0.956174305746322	0.26083353143633	-0.102636463901199	2.01498507539384	0	0	TRUE	0	0
4.2.1.107-RXN	0.960099701157148	0.235425123289193	0.00443018040367882	1.91576922191062	0	0	TRUE	0	0
RXN-9847	0.960099701157148	0.235425123289193	0.00443018040367882	1.91576922191062	0	0	TRUE	0	0
2-DEHYDROPANTOATE-REDUCT-RXN	0.961514862474496	0.231384096553985	0.0222492243204392	1.90078050062855	0	0	TRUE	0	0
2.7.1.90-RXN	0.976817807300741	0.277303730103786	-0.148851021704817	2.1024866363063	0	0	TRUE	0	0
RXN-21730	0.976817807300741	0.277303730103786	-0.148851021704817	2.1024866363063	0	0	TRUE	0	0
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	1.00881412309898	0.179219212031783	0.281303243719138	1.73632500247882	0	0	TRUE	0	0
TEICHOICSYN2-RXN	1.02703127863652	0.237470444168117	0.0630591145761711	1.99100344269687	0	0	TRUE	0	0
RXN-13028	1.07288625209197	0.275066941631913	-0.0437027024419228	2.18947520662586	0	0	TRUE	0	0
3.4.17.14-RXN	1.08381591053266	0	1.08381591053266	1.08381591053266	0	0	TRUE	0	1
RXN-15275	1.08381591053266	0	1.08381591053266	1.08381591053266	0	0	TRUE	0	1
RXN-8850	1.09490448017525	0.282939584610793	-0.0536421721505136	2.24345113250101	0	0	TRUE	0	0
2.4.1.109-RXN	1.25941039653099	0.245443916051145	0.263071236345785	2.25574955671619	0	0	TRUE	0	0
R342-RXN	1.33280579153054	0.366937166536246	-0.156715212816863	2.82232679587795	0	0	TRUE	0	0
PROTOPORGENOXI-RXN	1.37692237097039	0.247106144228142	0.373835669218251	2.38000907272253	0	0	TRUE	0	0
PROPIONYL-COA-CARBOXY-RXN	1.37945848154439	0.360090807314104	-0.0822708549244184	2.8411878180132	0	0	TRUE	0	0
RXN1G-4355	1.37945848154439	0.360090807314104	-0.0822708549244184	2.8411878180132	0	0	TRUE	0	0
1PFRUCTPHOSN-RXN	1.39507337189656	0.235719866590102	0.438207389248162	2.35193935454496	0	0	TRUE	0	0
METHYLMALONYL-COA-EPIM-RXN	1.43911457962876	0.318378787573276	0.146708318617835	2.73152084063969	0	0	TRUE	0	0
RXN-16391	1.43911457962876	0.318378787573276	0.146708318617835	2.73152084063969	0	0	TRUE	0	0
AMP-NUCLEOSID-RXN	1.5374981085643	0.335872556369627	0.174078773807433	2.90091744332116	0	0	TRUE	0	0
2.1.3.1-RXN	1.57175412492752	0.272576146865495	0.465276141591007	2.67823210826402	0	0	TRUE	0	0
R341-RXN	1.76263353678155	0.329334214425637	0.425755524483547	3.09951154907955	0	0	TRUE	0	0
RXN1G-1435	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
RXN1G-1436	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
RXN1G-1437	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
RXN1G-1438	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
RXN1G-1439	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
TREHALOSEPHOSPHA-RXN	1.86900190207199	0.348047573960064	0.45616008825572	3.28184371588826	0	0	TRUE	0	0
DHBDEHYD-RXN	1.92879629064521	0.419056530786355	0.227705309572367	3.62988727171805	0	0	TRUE	0	0
1.8.1.15-RXN	1.98043919638287	0.363011059642255	0.506855576463199	3.45402281630254	0	0	TRUE	0	0
R322-RXN	1.98866338077366	0.368410670052072	0.493160931544225	3.48416583000309	0	0	TRUE	0	0
2.1.1.79-RXN	2.02054384129196	0.350598280030288	0.597347856206042	3.44373982637788	0	0	TRUE	0	0
RXN-7421	2.02054384129196	0.350598280030288	0.597347856206042	3.44373982637788	0	0	TRUE	0	0
RXN1G-2544	2.02054384129196	0.350598280030288	0.597347856206042	3.44373982637788	0	0	TRUE	0	0
RXN1G-3641	2.02054384129196	0.350598280030288	0.597347856206042	3.44373982637788	0	0	TRUE	0	0
RXN1G01-65	2.02054384129196	0.350598280030288	0.597347856206042	3.44373982637788	0	0	TRUE	0	0
RXN-8807	2.03370583687865	0.368073575386434	0.539571767935307	3.52783990582199	0	0	TRUE	0	0
RXN-11080	2.06929100748455	0.358301703715215	0.614824242465386	3.52375777250372	0	0	TRUE	0	0
RXN-2364	-0.740582193824785	0.183321869746717	-1.48474713661752	0.00358274896795141	0.001	0.00148159057437408	TRUE	0	0
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	-0.707089438895494	0.188579604980471	-1.47259729208322	0.0584184142922306	0.001	0.00148159057437408	TRUE	0	0
RXN-9238	-0.707089438895494	0.188579604980471	-1.47259729208322	0.0584184142922306	0.001	0.00148159057437408	TRUE	0	0
RXN-10711	-0.611267641201184	0.168626408793898	-1.29577878014402	0.0732434977416525	0.001	0.00148159057437408	TRUE	0	0
RXN-12252	-0.611267641201184	0.168626408793898	-1.29577878014402	0.0732434977416525	0.001	0.00148159057437408	TRUE	0	0
RXN18C3-61	-0.611267641201184	0.168626408793898	-1.29577878014402	0.0732434977416525	0.001	0.00148159057437408	TRUE	0	0
RXNQT-4366	-0.611267641201184	0.168626408793898	-1.29577878014402	0.0732434977416525	0.001	0.00148159057437408	TRUE	0	0
DIAMACTRANS-RXN	-0.584969361911008	0.170537070880199	-1.27723651896621	0.107297795144195	0.001	0.00148159057437408	TRUE	0	0
RXN-19536	-0.584969361911008	0.170537070880199	-1.27723651896621	0.107297795144195	0.001	0.00148159057437408	TRUE	0	0
RXN-9939	-0.584969361911008	0.170537070880199	-1.27723651896621	0.107297795144195	0.001	0.00148159057437408	TRUE	0	0
KANAMYCIN-KINASE-RXN	-0.498034225717608	0.139264295562993	-1.06335470103183	0.0672862495966106	0.001	0.00148159057437408	TRUE	0	0
3.2.2.24-RXN	-0.347310892081165	0.146004925576061	-0.939993844960075	0.245372060797745	0.001	0.00148159057437408	TRUE	0	0
RXN-10654	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN-11479	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN-16629	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN-9523	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN-9650	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN1G-368	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.001	0.00148159057437408	TRUE	0	0
RXN-9789	-0.152452326892821	0.233163000819208	-1.09893913398102	0.794034480195376	0.001	0.00148159057437408	TRUE	0	0
RXN-14686	-0.0562948172641531	0.113330285481853	-0.516340449183623	0.403750814655317	0.001	0.00148159057437408	TRUE	0	0
RXN-11841	-0.0443566232093784	0.159834557944491	-0.693178691375058	0.604465444956301	0.001	0.00148159057437408	TRUE	0	0
RXN-15378	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0.001	0.00148159057437408	TRUE	0	0
RXN0-5507	0.102774858998723	0.0983350973056557	-0.296400275763352	0.501949993760799	0.001	0.00148159057437408	TRUE	0	0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
4.2.1.58-RXN	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
4.2.1.61-RXN	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-10656	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-21619	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-21632	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-21646	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-21677	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-21692	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-9533	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-9537	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-9557	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-9655	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN1G-320	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0.001	0.00148159057437408	TRUE	0	0
RXN-7719	0.182943264386518	0.0553399782111102	-0.0417002643780558	0.407586793151092	0.001	0.00148159057437408	TRUE	0	0
RXN-8629	0.182943264386518	0.0553399782111102	-0.0417002643780558	0.407586793151092	0.001	0.00148159057437408	TRUE	0	0
RXN0-1132	0.182943264386518	0.0553399782111102	-0.0417002643780558	0.407586793151092	0.001	0.00148159057437408	TRUE	0	0
KDO-8PSYNTH-RXN	0.19765683729759	0.0830529526927131	-0.139482947904975	0.534796622500154	0.001	0.00148159057437408	TRUE	0	0
RXN-21621	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
RXN-21629	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
RXN-21634	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
RXN-21654	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
RXN-21701	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
RXN-9535	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0.001	0.00148159057437408	TRUE	0	0
3.2.1.23-RXN	0.228355624917933	0.0905119737506054	-0.139062827998993	0.595774077834859	0.001	0.00148159057437408	TRUE	0	0
RXN0-4022	0.236351571981928	0.0691736627383298	-0.0444475211407568	0.517150665104614	0.001	0.00148159057437408	TRUE	0	0
RXN-10058	0.251393165360799	0.0647119628872453	-0.011294391920429	0.514080722642027	0.001	0.00148159057437408	TRUE	0	0
RIBOFLAVINKIN-RXN	0.276869761558086	0.0968623863106037	-0.116327145429543	0.670066668545716	0.001	0.00148159057437408	TRUE	0	0
RXN-19728	0.318346134209179	0.093959002914316	-0.0630649659787004	0.699757234397058	0.001	0.00148159057437408	TRUE	0	0
RXN-19729	0.318346134209179	0.093959002914316	-0.0630649659787004	0.699757234397058	0.001	0.00148159057437408	TRUE	0	0
RXN-18605	0.409746179945492	0.119908951832125	-0.0770044647199599	0.896496824610943	0.001	0.00148159057437408	TRUE	0	0
LYSINE-23-AMINOMUTASE-RXN	0.723911550699158	0.192869205137478	-0.0590092279614144	1.50683232935973	0.001	0.00148159057437408	TRUE	0	0
RXN-7668	0.823089409905737	0.245514875362813	-0.17353779792038	1.81971661773185	0.001	0.00148159057437408	TRUE	0	0
RXN-15309	-0.707089438895494	0.188579604980471	-1.47259729208322	0.0584184142922306	0.002	0.00285390070921986	TRUE	0	0
RXN-0	-0.584969361911008	0.170537070880199	-1.27723651896621	0.107297795144195	0.002	0.00285390070921986	TRUE	0	0
RXN-9380	-0.447891971014133	0.144641144743737	-1.03503888017676	0.139254938148493	0.002	0.00285390070921986	TRUE	0	0
SELENOCYSTEINE-LYASE-RXN	-0.440649327980033	0.139363555779216	-1.00637273379692	0.125074077836853	0.002	0.00285390070921986	TRUE	0	0
2.3.1.41-RXN	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-16621	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-16625	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-9527	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-9539	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-9632	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-9648	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
RXN-9652	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0.002	0.00285390070921986	TRUE	0	0
