Proteins	log fold change (HunterGatherer - HMP)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HMP)	structural.zero (HunterGatherer)	star_up	star_down	L2	L3
Motility integral membrane protein	0.761153473370208	0.30301196175624	-0.442251388045245	1.96455833478566	0	0	TRUE	0	0	***	""	Motility and Chemotaxis	Flagellar motility
Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	0.234115993516101	0.186657751917247	-0.507190867032182	0.975422854064385	0.369	0.41715660685155	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	0.215772511515216	0.211796760226808	-0.62537332778344	1.05691835081387	0.529	0.571023364485981	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Respiratory nitrate reductase beta chain (EC 1.7.99.4)	0.0732816282954101	0.101238329770406	-0.328784011295727	0.475347267886548	0.012	0.021	TRUE	0	0	*	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Adenylosuccinate lyase (EC 4.3.2.2)	0.0876348838636663	0.02733323568324	-0.0209184171637248	0.196188184891057	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
IMP cyclohydrolase (EC 3.5.4.10)	0.142083015810204	0.038178222531147	-0.0095408947704059	0.293706926390814	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	0.00965578849581838	0.0450665441949645	-0.169324929153352	0.188636506144988	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	0.0262298967149377	0.134569390324811	-0.508209263957098	0.560669057386973	0.048	0.0695899581589958	FALSE	0	0	""	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	0.0554111901730394	0.025101123775181	-0.0442773310423173	0.155099711388396	0.011	0.0195964010282776	TRUE	0	0	*	""	Nucleosides and Nucleotides	Purine conversions
Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	0.268984526744755	0.188822490907351	-0.480919543660487	1.01888859715	0.05	0.0717391304347826	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Polyphosphate kinase (EC 2.7.4.1)	0.0576185010621959	0.0751350652276211	-0.240778638884457	0.356015641008849	0.501	0.543338028169014	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	0.839223773656382	0.12361188059018	0.348302104529022	1.33014544278374	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	Purine conversions
Xanthine permease	0.0239539788501659	0.108371565287098	-0.406441137401415	0.454349095101747	0.003	0.00611470588235294	TRUE	0	0	**	""	Nucleosides and Nucleotides	Purine Utilization
Thymidylate kinase (EC 2.7.4.9)	0.296721355720135	0.0732336913903705	0.00587547713575215	0.587567234304518	0	0	TRUE	0	0	***	""	Nucleosides and Nucleotides	pyrimidine conversions
Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	0.0334819724082909	0.0951770568093454	-0.344511464536356	0.411475409352938	0.011	0.0195964010282776	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	0.011305971977297	0.0951499174926292	-0.366579681810928	0.389191625765522	0.015	0.0254156479217604	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	0.0177601557942682	0.0507770071938768	-0.183899531008444	0.219419842596981	0.543	0.583409302325581	FALSE	0	0	""	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	0.139689074683666	0.0504096689983432	-0.0605117371369283	0.339889886504261	0.008	0.0148632707774799	TRUE	0	0	*	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Phage capsid protein	0.944907740995347	0.337529807449364	-0.395583930696297	2.28539941268699	0	0	TRUE	0	0	***	""	Phages, Prophages, Transposable elements	Phage capsid proteins
Phage capsid scaffolding protein	0.701260639794361	0.423478321331109	-0.980573528204184	2.38309480779291	0	0	TRUE	0	0	***	""	Phages, Prophages, Transposable elements	Phage capsid proteins
Conjugative transposon protein TraH	0.543513973775764	0.290471408138343	-0.610086374639115	1.69711432219064	0.122	0.157735074626866	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Conjugative transposon, Bacteroidales
Heat shock protein 60 family chaperone GroEL	0.124791586945346	0.0415888881128168	-0.0403777015730025	0.289960875463694	0.002	0.00421276595744681	TRUE	0	0	**	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
SSU ribosomal protein S18p	0.105109418541577	0.0809268552729339	-0.216289679005793	0.426508516088947	0.161	0.202125	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	0.122668850158068	0.149578467806865	-0.471378507835878	0.716716208152013	0.623	0.653160363086233	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	0.0320603524474681	0.11218031157769	-0.413461109891013	0.477581814785949	0.806	0.82383185840708	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Phosphate transport system regulatory protein PhoU	0.115667202170457	0.117073829740388	-0.349288752167231	0.580623156508146	0.113	0.1483125	FALSE	0	0	""	""	Phosphorus Metabolism	High affinity phosphate transporter and control of PHO regulon
Potassium uptake protein TrkH	0.197085490348682	0.0938121200362669	-0.17548713238544	0.569658113082804	0.064	0.088704	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
Ribonuclease P protein component (EC 3.1.26.5)	0.0820927689789786	0.0899377956894947	-0.275093065964381	0.439278603922338	0.558	0.595830508474576	FALSE	0	0	""	""	Predictions based on plant-prokaryote comparative analysis	At1g14345
Peptide chain release factor 1	0.0723364887839786	0.0269117294364724	-0.0345428101230433	0.179215787691	0.004	0.00796551724137931	TRUE	0	0	**	""	Predictions based on plant-prokaryote comparative analysis	At2g23840
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	0.0342889872440235	0.0805675563203345	-0.285683162984984	0.354261137473031	0.027	0.0434129930394432	TRUE	0	0	*	""	Predictions based on plant-prokaryote comparative analysis	At3g21300
Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	0.195166920986245	0.0908015553778208	-0.165449315192767	0.555783157165257	0	0	TRUE	0	0	***	""	Predictions based on plant-prokaryote comparative analysis	At3g21300
Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	0.260748339308144	0.0901108411380672	-0.0971247415539938	0.618621420170281	0	0	TRUE	0	0	***	""	Predictions based on plant-prokaryote comparative analysis	At3g21300
Alanyl-tRNA synthetase (EC 6.1.1.7)	0.0318818637631271	0.0265255347006256	-0.0734636718565399	0.137227399382794	0.088	0.119576470588235	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Arginyl-tRNA synthetase (EC 6.1.1.19)	0.0703364430218763	0.0381381506369206	-0.0811283229756662	0.221801209019419	0.06	0.0843407707910751	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	0.0255859143615407	0.075969923290182	-0.276126844695508	0.32729867341859	0.411	0.457914790996785	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	0.123151474726619	0.0679000906950601	-0.146512134456964	0.392815083910202	0.107	0.140971482889734	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	0.0838945417658223	0.0313374813930361	-0.0405615266821729	0.208350610213818	0.006	0.0112989130434783	TRUE	0	0	*	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	0.015722898487871	0.0422374770476754	-0.152022245692232	0.183468042667974	0.787	0.809185459940653	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	0.0342461625104225	0.0362152266864318	-0.109581756358253	0.178074081379098	0.033	0.0511610738255034	FALSE	0	0	""	""	Protein Metabolism	EC 6.1.1.- Ligases forming aminoacyl-tRNA and related compounds
Heat shock protein 60 family co-chaperone GroES	0.0278230966756867	0.0298373266456783	-0.0906751425652291	0.146321335916602	0.428	0.4745664	FALSE	0	0	""	""	Protein Metabolism	GroEL GroES
4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	0.878381761055195	0.318533368452559	-0.386666001076444	2.14342952318683	0	0	TRUE	0	0	***	""	Protein Metabolism	N-linked Glycosylation in Bacteria
Peptide chain release factor 2	0.0141932223236125	0.0333960149497113	-0.118438263606689	0.146824708253914	0.014	0.0240148514851485	TRUE	0	0	*	""	Protein Metabolism	Programmed frameshift
Superoxide dismutase [Mn] (EC 1.15.1.1)	0.0067732389568711	0.14271962760619	-0.560034396904243	0.573580874817985	0.095	0.127340425531915	FALSE	0	0	""	""	Protein Metabolism	Prolyl-tRNA synthetase associated editing enzymes
ATP-dependent Clp protease ATP-binding subunit ClpX	0.179026401574429	0.044954851917641	0.000489267171064539	0.357563535977794	0	0	TRUE	0	0	***	""	Protein Metabolism	Proteasome bacterial
Chaperone protein DnaJ	0.0468464565329008	0.0459967755536557	-0.135828653023446	0.229521566089248	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein chaperones
Chaperone protein DnaK	0.203849322875922	0.0357627110444054	0.0618185592097166	0.345880086542126	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein chaperones
HspR, transcriptional repressor of DnaK operon	0.0371019924849536	0.152512531601573	-0.568597930687572	0.642801915657479	0.379	0.426375	FALSE	0	0	""	""	Protein Metabolism	Protein chaperones
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	0.281564839004745	0.0803853229556315	-0.0376835757132134	0.600813253722704	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein degradation
ATP-dependent Clp protease, ATP-binding subunit ClpC	0.0840992577047128	0.113564875533489	-0.366920967737682	0.535119483147108	0.078	0.106405511811024	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
ATP-dependent protease domain protein (EC 3.4.21.-)	0.602088077559348	0.313230286549438	-0.641898619835074	1.84607477495377	0.118	0.153422138836773	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
SSU ribosomal protein S12p (S23e)	0.118675874890398	0.0270318537037516	0.0113195052882789	0.226032244492517	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosomal protein S12p Asp methylthiotransferase
SSU ribosomal protein S5p (S2e)	0.0938990455585795	0.0323478071048679	-0.0345695076315511	0.22236759874871	0.001	0.00225732899022801	TRUE	0	0	**	""	Protein Metabolism	Ribosomal protein S5p acylation
LSU ribosomal protein L28p	0.120360361786122	0.0975075902792064	-0.266888733882581	0.507609457454824	0.38	0.426807131280389	FALSE	0	0	""	""	Protein Metabolism	Ribosomal proteins, zinc requirement
LSU ribosomal protein L11p (L12e)	0.0101101206005172	0.0295366667892984	-0.107194055110025	0.12741429631106	0.003	0.00611470588235294	TRUE	0	0	**	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L14p (L23e)	0.0376244209501584	0.0301557099594985	-0.0821382701144548	0.157387112014772	0.277	0.324258445945946	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L16p (L10e)	0.0805213040045487	0.0289331641707489	-0.0343860752863736	0.195428683295471	0.001	0.00225732899022801	TRUE	0	0	**	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L1p (L10Ae)	0.0139644794440237	0.020593218722776	-0.0678210031473086	0.095749962035356	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L20p	0.0074242887462308	0.0271574961397226	-0.100431066827832	0.115279644320294	0.791	0.811917159763314	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L2p (L8e)	0.0884556644226162	0.0241842279350114	-0.00759142658293481	0.184502755428167	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
SSU ribosomal protein S10p (S20e)	0.0599346097447917	0.0286349304990212	-0.0537883415508963	0.17365756104048	0.03	0.0475743707093822	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S11p (S14e)	0.0235600846916011	0.0266174210144345	-0.0821503752567766	0.129270544639979	0.501	0.543338028169014	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S13p (S18e)	0.0945202664343485	0.026212800008835	-0.0095832507308231	0.19862378359952	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S19p (S15e)	0.00860469149716536	0.0271550738319559	-0.0992410439387174	0.116450426933048	0.53	0.571213063763608	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S1p	0.0824999056027824	0.0278531341893439	-0.0281181600829467	0.193117971288512	0.002	0.00421276595744681	TRUE	0	0	**	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S2p (SAe)	0.0628877666993564	0.0319839785617008	-0.064135850010276	0.189911383408989	0.057	0.0807791411042945	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S3p (S3e)	0.0866301496130415	0.0251760063833033	-0.0133557661148211	0.186616065340904	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S4p (S9e)	0.0513958619575625	0.0233331027172978	-0.0412710053144654	0.14406272922959	0.024	0.0388598130841122	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S7p (S5e)	0.0967777853007945	0.027120721097446	-0.0109315190599831	0.204487089661572	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S9p (S16e)	0.0833474604841511	0.0383273537658612	-0.0688687212787708	0.235563642247073	0.031	0.0487142857142857	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
Translation elongation factor G	0.0323992830950743	0.0260077284972863	-0.0708897973973495	0.135688363587498	0.278	0.324333333333333	FALSE	0	0	""	""	Protein Metabolism	Translation elongation factor G family
Translation elongation factor LepA	0.117633243300693	0.0279599458895164	0.00659097746623494	0.228675509135151	0	0	TRUE	0	0	***	""	Protein Metabolism	Translation elongation factors bacterial
Translation elongation factor Tu	0.176708187144225	0.0254936902534641	0.0754605974166666	0.277955776871784	0	0	TRUE	0	0	***	""	Protein Metabolism	Translation elongation factors bacterial
Ribosome-binding factor A	0.0199370717021292	0.0464789927019367	-0.164653151888449	0.204527295292707	0.273	0.320116751269036	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
Translation initiation factor 2	0.0291060974892972	0.0272997754439453	-0.0793143169866918	0.137526511965286	0.223	0.26876347826087	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
Translation initiation factor 3	0.0745085292118262	0.0476081577650001	-0.114566146802198	0.263583205225851	0.162	0.203012658227848	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
GTP-binding protein EngA	0.0256208195702836	0.0302207299550205	-0.094400096873443	0.14564173601401	0.563	0.599322580645161	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
GTP-binding protein TypA/BipA	0.0778617917818174	0.0301812760498575	-0.0420024344078354	0.19772601797147	0.004	0.00796551724137931	TRUE	0	0	**	""	Protein Metabolism	Universal GTPases
GTPase and tRNA-U34 5-formylation enzyme TrmE	0.0647695026355741	0.0779213632097948	-0.244693354049342	0.37423235932049	0.278	0.324333333333333	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	0.0389923927274651	0.0382456460948519	-0.112899288946623	0.190884074401553	0.002	0.00421276595744681	TRUE	0	0	**	""	Regulation and Cell signaling	Plastidial (p)ppGpp-mediated response in plants
StbD replicon stabilization protein (antitoxin to StbE)	0.418984577399899	0.253057026207988	-0.586025435369866	1.42399459016966	0	0	TRUE	0	0	***	""	Regulation and Cell signaling	Toxin-antitoxin replicon stabilization systems
VapC toxin protein	0.0679129719863596	0.27556595418167	-1.02649071749433	1.16231666146705	0.39	0.436623586429725	FALSE	0	0	""	""	Regulation and Cell signaling	Toxin-antitoxin systems (other than RelBE and MazEF)
Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	0.934774852834688	0.21650264157292	0.074939716729621	1.79460998893976	0	0	TRUE	0	0	***	""	Respiration	Biogenesis of c-type cytochromes
Formate dehydrogenase N alpha subunit (EC 1.2.1.2)	0.718270614353998	0.221884254006993	-0.162937468640296	1.59947869734829	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Formate dehydrogenase
Formate hydrogenlyase subunit 4	0.00737143720987232	0.320521149972812	-1.26557075235968	1.28031362677943	0.267	0.31361186440678	FALSE	0	0	""	""	Respiration	Formate hydrogenase
Glutaconyl-CoA decarboxylase delta chain (EC 4.1.1.70)	0.183940207957304	0.328297605487067	-1.11988599132657	1.48776640724118	0	0	TRUE	0	0	***	""	Respiration	Na+ translocating decarboxylases and related biotin-dependent enzymes
[NiFe] hydrogenase nickel incorporation protein HybF	0.567666480024693	0.234389566475106	-0.36320615657476	1.49853911662415	0.033	0.0511610738255034	FALSE	0	0	""	""	Respiration	NiFe hydrogenase maturation
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	0.813207539445329	0.229885353766776	-0.09977672258753	1.72619180147819	0	0	TRUE	0	0	***	""	Respiration	Respiration / HGM
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	0.0293935127573208	0.066541510984759	-0.234874529140665	0.293661554655307	0.375	0.422560975609756	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	0.410286398793773	0.0730247736650112	0.120270232029598	0.700302565557949	0	0	TRUE	0	0	***	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	0.207748986722988	0.106910676738933	-0.216844245105752	0.632342218551729	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	0.247207467565611	0.0712892472223542	-0.0359160968534185	0.53033103198464	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	0.306022822208963	0.116303531255514	-0.15587390985887	0.767919554276795	0	0	TRUE	0	0	***	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	0.129369220774109	0.110312047494085	-0.308732474808015	0.567470916356233	0	0	TRUE	0	0	***	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	0.130490204958226	0.0590504639928646	-0.104027320442363	0.365007730358816	0.038	0.0580044052863436	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	0.301585595230795	0.0814733337629441	-0.0219838287542694	0.625155019215859	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	0.154951951148932	0.0921385960181006	-0.210974310406957	0.520878212704821	0.094	0.12648932038835	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	0.158754279352882	0.0554638893599017	-0.0615192494605066	0.379027808166271	0.002	0.00421276595744681	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	0.182878688006264	0.0760351623124961	-0.119093166289639	0.484850542302167	0.02	0.0329216152019002	TRUE	0	0	*	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	0.0469943209707537	0.0728881267249376	-0.242479155692909	0.336467797634417	0.204	0.246722513089005	FALSE	0	0	""	""	Respiration	Respiratory Complex I
ATP-dependent RNA helicase RhlE	0.0807824322683022	0.125958443028541	-0.419458554253564	0.581023418790169	0	0	TRUE	0	0	***	""	RNA Metabolism	ATP-dependent RNA helicases, bacterial
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	0.0947769217679042	0.0361976998317083	-0.0489813896105016	0.23853523314631	0	0	TRUE	0	0	***	""	RNA Metabolism	Polyadenylation bacterial
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	0.0677739684456888	0.02313495005482	-0.0241059401995373	0.159653877090915	0.001	0.00225732899022801	TRUE	0	0	**	""	RNA Metabolism	RNA polymerase bacterial
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	0.107999768473604	0.021632524039664	0.022086709321964	0.193912827625244	0	0	TRUE	0	0	***	""	RNA Metabolism	RNA polymerase bacterial
3'-to-5' exoribonuclease RNase R	0.0520218432894453	0.088161722896729	-0.29811036043535	0.402154047014241	0.589	0.622221036585366	FALSE	0	0	""	""	RNA Metabolism	RNA processing and degradation, bacterial
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1.13734950950517	0.203508758350907	0.329119274234398	1.94557974477594	0	0	TRUE	0	0	***	""	RNA Metabolism	rRNA modification bacteria
rRNA small subunit methyltransferase H	0.0506051618238796	0.0562987049043555	-0.172983817240246	0.274194140888005	0.039	0.0592697368421053	FALSE	0	0	""	""	RNA Metabolism	rRNA modification bacteria
rRNA small subunit methyltransferase I	0.0231061525448979	0.0318495126845809	-0.103383436104315	0.149595741194111	0.002	0.00421276595744681	TRUE	0	0	**	""	RNA Metabolism	rRNA modification bacteria
Transcription termination factor Rho	0.0646077909591316	0.0515316398965637	-0.140048901828866	0.269264483747129	0.324	0.372358208955224	FALSE	0	0	""	""	RNA Metabolism	Transcription factors bacterial
Transcription termination protein NusA	0.0488199059181671	0.0245874910028515	-0.0488287348527972	0.146468546689131	0.037	0.0566026490066225	FALSE	0	0	""	""	RNA Metabolism	Transcription factors bacterial
RNA polymerase sigma-70 factor	0.266806006970986	0.139559098673778	-0.28744966275696	0.821061676698933	0	0	TRUE	0	0	***	""	RNA Metabolism	Transcription initiation, bacterial sigma factors
Ribonuclease PH (EC 2.7.7.56)	0.0254835968593117	0.0534409358724936	-0.186755819877926	0.237723013596549	0.198	0.239884615384615	FALSE	0	0	""	""	RNA Metabolism	tRNA processing
Heat-inducible transcription repressor HrcA	0.138204768164437	0.0698286829706638	-0.139118199767554	0.415527736096428	0.002	0.00421276595744681	TRUE	0	0	**	""	Stress Response	At5g63290
Carbon starvation protein A	0.100261051229646	0.062789215909348	-0.149104839251468	0.34962694171076	0.057	0.0807791411042945	FALSE	0	0	""	""	Stress Response	Carbon Starvation
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	0.0272029538890433	0.0930376348766113	-0.342293819295042	0.396699727073128	0.951	0.955134782608696	FALSE	0	0	""	""	Stress Response	Choline and Betaine Uptake and Betaine Biosynthesis
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	0.235027069498519	0.0609040501559211	-0.0068519296430615	0.476906068640099	0	0	TRUE	0	0	***	""	Sulfur Metabolism	Thioredoxin-disulfide reductase
Arsenical resistance operon trans-acting repressor ArsD	0.0512654422596564	0.28889563508742	-1.09607676063853	1.19860764515785	0.617	0.648833080424886	FALSE	0	0	""	""	Virulence	Arsenic resistance
Outer membrane component of tripartite multidrug resistance system	1.25537698236808	0.349009979039398	-0.130707920103161	2.64146188483932	0.002	0.00421276595744681	TRUE	0	0	**	""	Virulence	Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria
Streptothricin acetyltransferase, Streptomyces lavendulae type	0.241695261275568	0.189049760734152	-0.509111405888034	0.99250192843917	0.012	0.021	TRUE	0	0	*	""	Virulence	Streptothricin resistance
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	-0.0822127732291431	0.0650034089484675	-0.340372279156806	0.175946732698519	0.183	0.223666666666667	FALSE	0	0	""	""	Amino Acids and Derivatives	A Hypothetical Protein Related to Proline Metabolism
Diaminopimelate epimerase (EC 5.1.1.7)	-0.164196664741541	0.065361246710874	-0.423777314905167	0.095383985422086	0.001	0.00225732899022801	TRUE	0	0	""	**	Amino Acids and Derivatives	Amino acid racemase
Glutamate racemase (EC 5.1.1.3)	-0.0933010077407133	0.0565730588599123	-0.317979577070358	0.131377561588932	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Amino acid racemase
Arginine/ornithine antiporter ArcD	-0.0395812313797901	0.105222581178173	-0.457470231492468	0.378307768732887	0.009	0.0165437665782493	TRUE	0	0	""	*	Amino Acids and Derivatives	Arginine and Ornithine Degradation
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	-0.198520240448305	0.11987283051774	-0.67459236037579	0.27755187947918	0.184	0.224492957746479	FALSE	0	0	""	""	Amino Acids and Derivatives	Arginine and Ornithine Degradation
N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	-0.242737869317386	0.102872050870443	-0.651291793735917	0.165816055101145	0.042	0.063	FALSE	0	0	""	""	Amino Acids and Derivatives	Arginine Biosynthesis extended
Aspartate aminotransferase (EC 2.6.1.1)	-0.0722500300680995	0.0298259050121385	-0.190702908560722	0.046202848424523	0.01	0.018	TRUE	0	0	""	*	Amino Acids and Derivatives	Arginine deiminase and agmatine deiminase pathways in Streptococci
Threonine dehydratase (EC 4.3.1.19)	-0.0105057171919647	0.0597498366312736	-0.247800784535533	0.226789350151604	0.033	0.0511610738255034	FALSE	0	0	""	""	Amino Acids and Derivatives	Branched-Chain Amino Acid Biosynthesis
3-dehydroquinate synthase (EC 4.2.3.4)	-0.0296137632062585	0.0349079142665573	-0.168249721624437	0.10902219521192	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Chorismate biosynthesis in plants
Chorismate synthase (EC 4.2.3.5)	-0.0204143327475919	0.0364872554359763	-0.165322607380935	0.124493941885752	0.76	0.78375	FALSE	0	0	""	""	Amino Acids and Derivatives	Chorismate biosynthesis in plants
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	-0.186402780612741	0.0469287259113966	-0.372779109040459	-2.64521850229793e-05	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Chorismate biosynthesis in plants
Shikimate kinase I (EC 2.7.1.71)	-0.221358671175983	0.0528606943037531	-0.431293672204445	-0.01142367014752	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Chorismate biosynthesis in plants
